SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
75_Recombination events.csv|4907,4907,75_Recombination events.csv,4170,8160,"['24', '25', '31', '39', '40', '47']",1000,2.5e-05,0.01,0.1,5000,50,1,4178,7962,4178-7962,"['25', '39', '40', '47', '24', '31']","['35', '5', '10', '46', '27', '4', '28', '43', '29', '22', '50', '41', '42', '8', '26', '7', '12']","['3', '2']",8.0,198.0,206.0,94.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),53.96,100.0,6/6,100.0,6.0,6.0,6/6,74.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4907,4170-8160,33.33333333333333,79.4,1,100.0,1,1,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9
100_Recombination events.csv|5045,5045,100_Recombination events.csv,1383,10000,"['14', '45']",1000,2.5e-05,0.01,0.1,5000,50,2,1453,9974,1453-9974,"['45', '14']",['32'],['40'],70.0,26.0,96.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.78,100.0,2/2,100.0,2.0,2.0,2/2,65.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5045,1383-10000,0.0,90.4,2,48.23906083244397,2,282,2,2,2,12,0,10,100.0%,16.7%,✅ Equal,14,4,10
56_Recombination events.csv|4975,4975,56_Recombination events.csv,8151,10000,"['15', '3', '45']",1000,2.5e-05,0.01,0.1,5000,50,8,8120,9992,8120-9992,"['3', '45', '15']",['10'],['5'],31.0,8.0,39.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.92,100.0,3/3,100.0,3.0,3.0,3/3,89.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4975,8151-10000,0.0,96.1,8,48.19458375125375,5,283,5,5,13,24,8,19,38.5%,20.8%,✅ Equal,37,10,27
89_Recombination events.csv|5001,5001,89_Recombination events.csv,1278,8382,"['11', '15', '28']",1000,2.5e-05,0.01,0.1,5000,50,3,1272,8440,1272-8440,"['28', '11', '15']","['48', '38', '37', '27']","['18', '26', '6', '49']",6.0,58.0,64.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),57.0,100.0,3/3,100.0,3.0,3.0,3/3,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5001,1278-8382,0.0,93.6,3,48.098663926002054,3,284,3,3,5,11,2,8,60.0%,27.3%,✅ Equal,16,6,10
27_Recombination events.csv|5009,5009,27_Recombination events.csv,5109,10000,"['15', '40']",1000,2.5e-05,0.01,0.1,5000,50,1,5101,9962,5101-9962,"['40', '15']","['11', '12']","['5', '20', '13', '19', '50', '21', '37']",8.0,38.0,46.0,99.2,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.84,100.0,2/2,100.0,2.0,2.0,2/2,95.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5009,5109-10000,0.0,95.4,1,48.03625377643505,3,285,3,3,4,21,1,18,75.0%,14.3%,✅ Equal,25,6,19
21_Recombination events.csv|4923,4923,21_Recombination events.csv,4992,7677,"['30', '4']",1000,2.5e-05,0.01,0.1,5000,50,2,4992,7723,4992-7723,"['4', '30']","['3', '17', '13', '43', '18', '16', '15']",['7'],0.0,46.0,46.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),57.0,100.0,2/2,100.0,2.0,2.0,2/2,91.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4923,4992-7677,0.0,95.4,2,48.03625377643505,2,286,3,3,3,16,0,13,100.0%,18.8%,✅ Equal,19,6,13
52_Recombination events.csv|2554,2554,52_Recombination events.csv,1665,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,1621,9981,1621-9981,"['10', '6']","['1', '41']",['43'],44.0,19.0,63.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.96,4.0,2/2,100.0,50.0,2.0,2/2,81.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2554,1665-10000,0.0,93.7,3,47.80612244897959,2,287,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
45_Recombination events.csv|4914,4914,45_Recombination events.csv,2355,10000,"['17', '3']",1000,2.5e-05,0.01,0.1,5000,50,5,2354,9954,2354-9954,"['3', '17']",['16'],"['28', '10']",1.0,46.0,47.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.88,100.0,2/2,100.0,2.0,2.0,2/2,90.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4914,2355-10000,0.0,95.3,5,47.79338014042126,5,288,5,5,5,26,0,21,100.0%,19.2%,✅ Equal,31,10,21
54_Recombination events.csv|4292,4292,54_Recombination events.csv,5280,7137,"10, 11, 15, 16, 2, 32, 35, 39, 40, 41, 43, 46, 48, 50, 7, 8, 9",1000,2.5e-05,0.01,0.1,5000,50,4,5280,7206,5280-7206,"['13', '31', '24', '42']","['35', '10', '46', '43', '32', '9', '15', '39', '16', '48', '11', '50', '41', '40', '8', '7', '2']","['25', '23', '36', '27', '29', '14', '21', '49', '47', '12', '30', '6', '4', '19', '1', '18', '26', '33', '3', '5', '22', '38', '34', '44', '17', '20', '28', '45', '37']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,17.0,4.0,,,,5280-7137,1857.0,17.0,"['10', '11', '15', '16', '2', '32', '35', '39', '40', '41', '43', '46', '48', '50', '7', '8', '9']","10, 11, 15, 16, 2, 32, 35, 39, 40, 41, 43, 46, 48, 50, 7, 8, 9",,,,,,0/4,0.0,✅ Yes,✅ Yes,✅ Yes,"13, 24, 31, 42","13, 24, 31, 42",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,54,4292,5280-7137,0.0,93.1,4,47.21095334685598,5,289,5,5,5,18,0,13,100.0%,27.8%,✅ Equal,23,10,13
88_Recombination events.csv|4844,4844,88_Recombination events.csv,8337,9249,"['14', '7']",1000,2.5e-05,0.01,0.1,5000,50,3,8260,9246,8260-9246,"['7', '14']","['35', '46', '27', '13', '44', '1', '48', '18', '21', '47', '24', '34', '31']","['5', '20', '23', '25', '6', '30', '36', '4', '32', '9', '19', '29', '33', '40', '26', '12']",77.0,3.0,80.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.94,100.0,2/2,100.0,2.0,2.0,2/2,56.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,4844,8337-9249,0.0,92.0,3,46.231155778894475,4,290,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4
59_Recombination events.csv|5074,5074,59_Recombination events.csv,987,5922,"['36', '37']",1000,2.5e-05,0.01,0.1,5000,50,3,894,5902,894-5902,"['37', '36']","['10', '29']","['27', '43', '32', '9', '48', '38', '50', '21', '47']",93.0,20.0,113.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.92,100.0,2/2,100.0,2.0,2.0,2/2,88.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,5074,987-5922,0.0,88.7,3,45.863495346432266,3,291,5,5,5,23,0,18,100.0%,21.7%,✅ Equal,28,10,18
95_Recombination events.csv|1222,1222,95_Recombination events.csv,9237,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,4,9283,9948,9283-9948,['43'],['34'],"['16', '11', '10', '18']",46.0,52.0,98.0,87.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.44,2.0,1/1,100.0,50.0,1.0,1/1,35.8,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,1222,9237-10000,0.0,90.2,4,45.601617795753285,3,292,3,3,4,18,1,15,75.0%,16.7%,✅ Equal,22,6,16
17_Recombination events.csv|4909,4909,17_Recombination events.csv,5037,10000,"['1', '11', '20', '25', '30', '36', '45', '46', '48', '5']",1000,2.5e-05,0.01,0.1,5000,50,3,5028,7305,5028-7305,"['30', '5', '20', '25', '46', '36', '1', '48', '11', '45']","['23', '19', '22', '50', '34']","['10', '14']",9.0,2695.0,2704.0,45.6981664315938,4963.0,1240.8,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,30.139633286318762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4909,5037-10000,60.0,0.0,3,45.00000000000001,4,293,5,5,6,16,1,11,83.3%,31.2%,✅ Equal,22,10,12
6_Recombination events.csv|4886,4886,6_Recombination events.csv,1479,9495,"['27', '37', '6']",1000,2.5e-05,0.01,0.1,5000,50,4,1552,9456,1552-9456,"['37', '6', '27']",['38'],['28'],73.0,39.0,112.0,98.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.72,100.0,3/3,100.0,3.0,3.0,3/3,71.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4886,1479-9495,0.0,88.8,4,44.75806451612903,5,294,8,6,8,21,0,15,100.0%,28.6%,❌ Diff: RDP=8 vs Santa=6,29,14,15
49_Recombination events.csv|4754,4754,49_Recombination events.csv,8529,10000,"['16', '19', '31', '35', '37', '39', '48', '50']",1000,2.5e-05,0.01,0.1,5000,50,2,8648,9996,8648-9996,"['50', '19']","['5', '7', '29', '42']","['17', '6', '4', '32', '44', '22', '26', '2', '24', '15']",119.0,4.0,123.0,91.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),53.32,25.0,2/2,100.0,8.0,2.0,2/2,58.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4754,8529-10000,0.0,87.7,2,44.744897959183675,2,295,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
17_Recombination events.csv|4916,4916,17_Recombination events.csv,1479,10000,"24, 3, 32, 41",1000,2.5e-05,0.01,0.1,5000,50,6,1368,9994,1368-9994,['21'],"['3', '32', '24', '41']","['49', '17', '29', '12']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,4.0,1.0,,,,1479-10000,8521.0,4.0,"['24', '3', '32', '41']","24, 3, 32, 41",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,21,21,,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,17,4916,1479-10000,0.0,88.3,6,44.59595959595959,5,296,5,5,6,16,1,11,83.3%,31.2%,✅ Equal,22,10,12
63_Recombination events.csv|845,845,63_Recombination events.csv,6606,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,2,6497,9972,6497-9972,"['17', '10']","['5', '17', '45', '40', '12']","['3', '32', '9', '22', '48', '8']",109.0,28.0,137.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),54.84,4.0,2/2,100.0,50.0,2.0,2/2,79.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,845,6606-10000,0.0,86.3,2,43.89623601220753,2,297,2,2,3,18,1,16,66.7%,11.1%,✅ Equal,21,4,17
52_Recombination events.csv|4944,4944,52_Recombination events.csv,7218,10000,"['18', '23', '4']",1000,2.5e-05,0.01,0.1,5000,50,4,7132,9945,7132-9945,"['4', '18', '23']",['7'],"['22', '11', '27']",86.0,55.0,141.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.6,100.0,3/3,100.0,3.0,3.0,3/3,74.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,4944,7218-10000,0.0,85.9,4,43.8265306122449,3,298,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
86_Recombination events.csv|2591,2591,86_Recombination events.csv,7839,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,7970,9981,7970-9981,['47'],"['25', '17', '20', '23', '28', '32', '19', '29', '22', '33']",['36'],131.0,19.0,150.0,93.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),53.620000000000005,2.0,1/1,100.0,50.0,1.0,1/1,65.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2591,7839-10000,0.0,85.0,3,43.81443298969072,4,299,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14
48_Recombination events.csv|4330,4330,48_Recombination events.csv,3531,4437,"['21', '30', '35', '39', '48']",1000,2.5e-05,0.01,0.1,5000,50,3,3217,4653,3217-4653,"['35', '30', '39', '48', '21']","['25', '36', '13', '32', '9', '49', '15', '11', '18', '50', '16', '26', '5', '3', '22', '40', '34', '7', '2', '44', '28', '43', '45']","['23', '27', '29', '14', '8', '47', '12', '4', '19', '1', '41', '33', '24', '31', '38', '42', '17', '10', '20', '46']",314.0,216.0,530.0,100.0,906.0,226.5,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,4330,3531-4437,40.0,47.0,3,43.80952380952381,3,300,3,3,3,23,0,20,100.0%,13.0%,✅ Equal,26,6,20
31_Recombination events.csv|199,199,31_Recombination events.csv,5847,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,5044,9994,5044-9994,"['6', '29', '48', '18', '7', '31']","['9', '14', '47', '30', '4', '19', '11', '50', '41', '16', '26', '24', '35', '3', '5', '39', '44', '2', '10', '46', '28', '43']","['17', '36', '13', '32', '1', '38', '42', '8', '33', '37']",803.0,6.0,809.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),52.980000000000004,12.0,6/6,100.0,50.0,6.0,6/6,2.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,199,5847-10000,66.66666666666666,19.099999999999994,3,43.26056826056825,3,301,3,3,3,11,0,8,100.0%,27.3%,✅ Equal,14,6,8
70_Recombination events.csv|4342,4342,70_Recombination events.csv,4083,10000,"['1', '10', '12', '13', '14', '15', '18', '19', '23', '24', '25', '26', '28', '3', '30', '31', '32', '33', '37', '38', '40', '41', '45', '47', '48', '49', '5', '50', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,3954,9978,3954-9978,['37'],"['11', '44']","['20', '6', '36', '4', '43', '22', '41', '16']",129.0,22.0,151.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.92,3.2,1/1,100.0,31.0,1.0,1/1,81.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,4342,4083-10000,0.0,84.9,3,42.965587044534416,4,302,4,4,7,20,3,16,57.1%,20.0%,✅ Equal,27,8,19
80_Recombination events.csv|200,200,80_Recombination events.csv,297,6612,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,256,6770,256-6770,['28'],['17'],"['35', '11', '16', '15']",41.0,158.0,199.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),55.0,2.0,1/1,100.0,50.0,1.0,1/1,73.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,200,297-6612,0.0,80.1,3,41.50259067357513,3,303,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9
57_Recombination events.csv|4375,4375,57_Recombination events.csv,7788,10000,"['18', '39', '46']",1000,2.5e-05,0.01,0.1,5000,50,1,7622,9986,7622-9986,['39'],"['18', '46']","['30', '27', '28', '14', '11', '41', '40', '15']",166.0,14.0,180.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.88,33.3,1/1,100.0,3.0,1.0,1/1,59.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4375,7788-10000,0.0,82.0,1,41.41414141414141,5,304,6,5,7,29,1,24,85.7%,17.2%,❌ Diff: RDP=6 vs Santa=5,36,11,25
25_Recombination events.csv|4507,4507,25_Recombination events.csv,7008,8037,"1, 15, 16, 18, 2, 23, 26, 27, 30, 32, 33, 36, 38, 39, 41, 43, 44, 45, 47, 48, 5, 6, 9",1000,2.5e-05,0.01,0.1,5000,50,1,7246,8038,7246-8038,"['10', '4', '28', '19', '11', '50', '42', '37']","['35', '3', '20', '46', '22', '21', '40', '8', '49', '24', '7', '31']","['23', '36', '27', '32', '9', '48', '47', '15', '30', '6', '1', '18', '41', '16', '33', '26', '5', '39', '38', '2', '44', '43', '45']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,23.0,8.0,,,,7008-8037,1029.0,23.0,"['1', '15', '16', '18', '2', '23', '26', '27', '30', '32', '33', '36', '38', '39', '41', '43', '44', '45', '47', '48', '5', '6', '9']","1, 15, 16, 18, 2, 23, 26, 27, 30, 32, 33, 36, 38, 39, 41, 43, 44, 45, 47, 48, 5, 6, 9",,,,,,0/8,0.0,✅ Yes,✅ Yes,✅ Yes,"10, 11, 19, 28, 37, 4, 42, 50","10, 11, 19, 28, 37, 4, 42, 50",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,25,4507,7008-8037,0.0,76.1,1,40.307203389830505,2,305,3,3,3,22,0,19,100.0%,13.6%,✅ Equal,25,6,19
23_Recombination events.csv|4969,4969,23_Recombination events.csv,7926,10000,"['31', '33', '47']",1000,2.5e-05,0.01,0.1,5000,50,2,7918,9760,7918-9760,['33'],['14'],"['20', '10', '27', '43', '29', '49', '16', '24', '15']",8.0,240.0,248.0,88.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),52.68000000000001,33.3,1/1,100.0,3.0,1.0,1/1,40.2,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4969,7926-10000,0.0,75.2,2,39.578947368421055,3,306,3,3,3,16,0,13,100.0%,18.8%,✅ Equal,19,6,13
6_Recombination events.csv|4754,4754,6_Recombination events.csv,2358,10000,"36, 50",1000,2.5e-05,0.01,0.1,5000,50,"6, 7",2178,9957,2178-9957 | 2410-3626,"['50', '36'] | ['50', '36']","['3', '5', '20', '30', '47', '13', '29', '22', '48', '38', '40', '16', '26', '34', '44'] | ['25', '13', '9', '48', '21', '12', '15', '30', '16', '26', '5', '3', '22', '38', '42', '34', '7', '2', '44', '20', '46', '43']","['10', '23', '4', '28', '32', '39', '19', '14', '1', '33', '45', '49', '8', '24', '31'] | ['10', '23', '6', '27', '4', '28', '32', '39', '19', '14', '1', '33', '45', '49', '8', '24', '37', '31']",,,,100.0,,,,Step 5: Cluster,Cluster (3 RDPs),,,88.0,,,100.0,2.0,2.0,,,,2358-10000,7642.0,2.0,"['36', '50']","36, 50",,,,,,2/2,100.0,✅ Yes,✅ Yes,✅ Yes,"36, 50","36, 50",,2.0,,,,,,,,,,,100.0,52.0,43.0,,,6,4754,2358-10000,0.0,77.7,"7, 6",39.163306451612904,7,307,8,6,8,21,0,15,100.0%,28.6%,❌ Diff: RDP=8 vs Santa=6,29,14,15
6_Recombination events.csv|4754,4754,6_Recombination events.csv,2358,10000,"['36', '50']",1000,2.5e-05,0.01,0.1,5000,50,8,2178,9957,2178-9957,"['50', '36']","['3', '5', '20', '30', '47', '13', '29', '22', '48', '38', '40', '16', '26', '34', '44']","['10', '23', '4', '28', '32', '39', '19', '14', '1', '33', '45', '49', '8', '24', '31']",180.0,43.0,223.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),54.88,100.0,2/2,100.0,2.0,2.0,2/2,52.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4754,2358-10000,0.0,77.7,8,39.163306451612904,6,308,8,6,8,21,0,15,100.0%,28.6%,❌ Diff: RDP=8 vs Santa=6,29,14,15
61_Recombination events.csv|4910,4910,61_Recombination events.csv,6765,10000,"10, 36, 42, 50",1000,2.5e-05,0.01,0.1,5000,50,"5, 6",6569,9960,7584-9960 | 6569-7583,"['50', '36'] | ['50', '36']",['24'] | ['39'],"['10'] | ['30', '20', '29', '49', '33']",,,,100.0,,,,Step 3: Chain,Chain (2 RDPs),,,85.5,,,100.0,4.0,,,,,6765-10000,3235.0,4.0,"['10', '36', '42', '50']","10, 36, 42, 50",64.75,0.0,60.0,99.0,100.0,2/2,100.0,✅ Yes,✅ Yes,✅ Yes,"['50', '36'] | ['50', '36']","['50', '36'], ['50', '36']",61_Recombination events.csv | 61_Recombination events.csv,2.0,6569.0,9960.0,196.0,40.0,1.0,True,Logically valid chain,"36, 50",2.0,"36, 50",100.0,,,,,61,4910,6765-10000,0.0,76.4,"5, 6",38.43058350100604,2,309,6,5,6,23,0,18,100.0%,21.7%,❌ Diff: RDP=6 vs Santa=5,29,11,18
5_Recombination events.csv|4878,4878,5_Recombination events.csv,1716,5082,"['12', '13']",1000,2.5e-05,0.01,0.1,5000,50,2,1680,4867,1680-4867,"['13', '12']","['46', '32', '9', '22', '42']","['17', '19', '18', '21', '26', '31']",36.0,215.0,251.0,93.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),53.72,100.0,2/2,100.0,2.0,2.0,2/2,62.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4878,1716-5082,0.0,74.9,2,38.331627430910956,4,310,4,4,5,11,1,7,80.0%,36.4%,✅ Equal,16,8,8
61_Recombination events.csv|2987,2987,61_Recombination events.csv,5781,8412,"['1', '10', '11', '12', '14', '15', '16', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '36', '37', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,5737,8212,5737-8212,"['12', '9', '14']","['25', '23', '36', '27', '32', '29', '48', '21', '49', '8', '47', '15', '30', '6', '4', '19', '1', '11', '50', '41', '16', '24', '26', '33', '31', '3', '39', '22', '40', '42', '7', '34', '2', '44', '20', '10', '46', '28', '43', '45', '37']","['35', '5', '17', '13', '18', '38']",44.0,200.0,244.0,92.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),53.480000000000004,6.8,3/3,100.0,44.0,3.0,3/3,53.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2987,5781-8412,0.0,75.6,3,38.0281690140845,3,311,6,5,6,23,0,18,100.0%,21.7%,❌ Diff: RDP=6 vs Santa=5,29,11,18
29_Recombination events.csv|4447,4447,29_Recombination events.csv,6753,10000,"['11', '19', '20', '21', '22', '28', '3', '30', '34', '36', '37', '38', '39', '45', '9']",1000,2.5e-05,0.01,0.1,5000,50,8,4928,6758,4928-6758,"['3', '20', '30', '36', '28', '9', '39', '19', '22', '11', '38', '45', '21', '37', '34']","['10', '32', '44', '1', '48', '40', '16', '15']","['35', '5', '43', '14', '18', '49', '31']",1825.0,3242.0,5067.0,0.1539882968894364,3247.0,811.8,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,25.030797659377885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,4447,6753-10000,73.33333333333333,0.0,8,36.666666666666664,3,313,5,5,12,24,7,19,41.7%,20.8%,✅ Equal,36,10,26
