SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|9903,9903,1_Recombination events.csv,4968,5703,['46'],1000,0.0002,0.02,0.1,5000,50,2,4968,5700,4968-5700,['46'],['39'],"['21', '11']",0.0,3.0,3.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.92,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9903,4968-5703,100.0,99.7,2,100.0,1,1,7,7,10,39,3,32,70.0%,17.9%,✅ Equal,49,14,35
80_Recombination events.csv|5993,5993,80_Recombination events.csv,6717,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7,6216,9996,6216-9996,['15'],['23'],"['36', '9']",501.0,4.0,505.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),52.980000000000004,2.0,1/1,100.0,50.0,1.0,1/1,23.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,5993,6717-10000,0.0,49.5,7,24.87437185929648,5,676,6,6,10,34,4,28,60.0%,17.6%,✅ Equal,44,12,32
80_Recombination events.csv|5268,5268,80_Recombination events.csv,375,4347,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,1,136,4080,136-4080,['12'],"['40', '23']","['44', '31']",239.0,267.0,506.0,93.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),53.66,2.0,1/1,100.0,50.0,1.0,1/1,36.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,5268,375-4347,0.0,49.4,1,24.824120603015075,6,677,6,6,10,34,4,28,60.0%,17.6%,✅ Equal,44,12,32
64_Recombination events.csv|4387,4387,64_Recombination events.csv,2499,9696,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,6,2703,9998,2703-9998,"['46', '35']","['16', '2', '27', '17', '37', '6', '29', '45', '1', '42', '47', '5', '4', '33', '36', '28', '41', '30', '49', '18', '10', '7', '48', '50', '9', '34', '43', '31']","['39', '38', '26', '20', '15', '23', '12', '25', '32', '19', '44']",204.0,302.0,506.0,97.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),54.44,4.0,2/2,100.0,50.0,2.0,2/2,9.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4387,2499-9696,0.0,49.4,6,24.7,7,678,8,8,12,54,4,46,66.7%,14.8%,✅ Equal,66,16,50
16_Recombination events.csv|9534,9534,16_Recombination events.csv,1386,3489,"14, 15, 24, 26, 28, 29, 34, 35, 42, 43, 5",1000,0.0002,0.02,0.1,5000,50,9,1897,3494,1897-3494,"['41', '8', '44']","['43', '14', '15', '5', '29', '26', '24', '34', '28', '35', '42']","['33', '46']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,11.0,3.0,,,,1386-3489,2103.0,11.0,"['14', '15', '24', '26', '28', '29', '34', '35', '42', '43', '5']","14, 15, 24, 26, 28, 29, 34, 35, 42, 43, 5",,,,,,0/3,0.0,✅ Yes,✅ Yes,✅ Yes,"41, 44, 8","41, 44, 8",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,16,9534,1386-3489,0.0,48.4,9,24.51874366767984,7,679,11,9,17,46,6,37,64.7%,19.6%,❌ Diff: RDP=11 vs Santa=9,63,20,43
5_Recombination events.csv|9810,9810,5_Recombination events.csv,2640,5478,"['38', '5']",1000,0.0002,0.02,0.1,5000,50,18,3128,5434,3128-5434,"['5', '38']",['26'],"['28', '22', '45']",488.0,44.0,532.0,81.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),51.260000000000005,100.0,2/2,100.0,2.0,2.0,2/2,6.3,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9810,2640-5478,0.0,46.8,18,23.42342342342342,8,680,12,10,19,46,7,36,63.2%,21.7%,❌ Diff: RDP=12 vs Santa=10,65,22,43
84_Recombination events.csv|4361,4361,84_Recombination events.csv,3363,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,4,2824,9997,2824-9997,['31'],"['47', '26', '33', '15', '36', '21', '34', '14', '30', '10', '24']","['17', '45', '4', '38']",539.0,3.0,542.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),53.0,2.0,1/1,100.0,50.0,1.0,1/1,19.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,4361,3363-10000,0.0,45.8,4,22.96890672016048,7,681,7,7,9,40,2,33,77.8%,17.5%,✅ Equal,49,14,35
53_Recombination events.csv|8576,8576,53_Recombination events.csv,6156,10000,"['10', '11', '12', '14', '16', '17', '18', '19', '2', '20', '21', '23', '27', '3', '30', '31', '33', '34', '35', '36', '38', '39', '40', '42', '43', '44', '46', '47', '49', '6', '7', '8']",1000,0.0002,0.02,0.1,5000,50,3,5611,9998,5611-9998,['23'],"['45', '32', '13', '41']","['47', '12']",545.0,2.0,547.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),52.980000000000004,3.1,1/1,100.0,32.0,1.0,1/1,28.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,8576,6156-10000,0.0,45.3,3,22.65,11,682,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59
44_Recombination events.csv|6776,6776,44_Recombination events.csv,7119,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7,6564,9996,6564-9996,['18'],"['39', '40', '1', '12', '37', '44', '3', '17', '16', '2']","['42', '9', '36', '27', '43', '19', '34', '14', '5', '4', '22', '48', '10', '30', '45', '46', '33', '50', '35', '6', '11']",555.0,4.0,559.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),52.980000000000004,2.0,1/1,100.0,50.0,1.0,1/1,3.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6776,7119-10000,0.0,44.099999999999994,7,22.072072072072068,9,683,9,9,12,35,3,26,75.0%,25.7%,✅ Equal,47,18,29
2_Recombination events.csv|4086,4086,2_Recombination events.csv,4626,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,4,4792,9594,4792-9594,['13'],"['6', '18', '45', '42', '30', '37', '43', '5', '24', '4', '3', '32', '17', '10', '21', '14', '15', '29', '28', '9', '11', '39', '46', '47', '1', '16', '33', '34', '41', '25', '50']","['12', '26', '22', '36', '20']",166.0,406.0,572.0,89.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),52.88,2.0,1/1,100.0,50.0,1.0,1/1,38.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4086,4626-10000,0.0,42.800000000000004,4,21.44288577154309,9,684,9,8,11,68,2,60,81.8%,11.8%,❌ Diff: RDP=9 vs Santa=8,79,17,62
86_Recombination events.csv|9426,9426,86_Recombination events.csv,1344,10000,"['17', '19', '21', '26', '30', '38', '43']",1000,0.0002,0.02,0.1,5000,50,6,243,9998,243-9998,"['38', '26', '21', '43', '19', '17', '30']","['11', '2', '27', '35', '6', '32', '14', '1', '42', '47', '5', '36', '49', '13', '10', '24', '48', '50', '9', '20', '15', '22', '12', '40', '31']","['39', '7', '8', '25', '45']",1101.0,2.0,1103.0,99.97689463955638,1344.0,336.0,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,35.85252178505413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9426,1344-10000,42.857142857142854,0.0,6,21.428571428571427,6,685,6,6,7,28,1,22,85.7%,21.4%,✅ Equal,35,12,23
69_Recombination events.csv|8999,8999,69_Recombination events.csv,5982,10000,"['2', '24', '25', '27', '37', '42', '45']",1000,0.0002,0.02,0.1,5000,50,2,4266,5980,4266-5980,"['25', '37', '2', '45', '27', '42', '24']","['38', '26', '23', '11', '3', '17', '35', '6', '29', '14', '1', '46', '5', '4', '33', '36', '21', '28', '41', '30', '49', '18', '13', '10', '39', '7', '48', '50', '22', '20', '15', '12', '40', '34', '19', '44', '31']","['9', '8', '16', '32', '43']",1716.0,4020.0,5736.0,0.0,4018.0,1004.5,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,15.857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,8999,5982-10000,42.857142857142854,0.0,2,21.428571428571427,5,686,6,6,6,27,0,21,100.0%,22.2%,✅ Equal,33,12,21
54_Recombination events.csv|9631,9631,54_Recombination events.csv,1680,6912,"['19', '2', '29', '35', '41', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7,23,1680,23-1680,"['29', '9', '8', '2', '41', '19', '35']","['38', '5', '4', '23', '33', '45', '34', '1', '3', '44', '37', '31']","['39', '20', '15', '12', '11', '21', '36', '28', '17', '49', '46']",1657.0,5232.0,6889.0,0.0,4768.0,1192.0,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,15.857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,9631,1680-6912,42.857142857142854,0.0,7,21.428571428571427,8,687,13,10,22,54,9,44,59.1%,18.5%,❌ Diff: RDP=13 vs Santa=10,76,23,53
88_Recombination events.csv|8516,8516,88_Recombination events.csv,1938,8214,"['12', '13', '17', '20', '24', '25', '29', '3', '32', '33', '34', '35', '38', '45', '47', '50', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,12,1939,8895,1939-8895,"['50', '26', '4', '15', '23', '11', '33', '21', '41', '19', '42', '13']","['16', '2', '27', '14', '1', '46', '5', '28', '30', '49', '18', '39', '7', '48', '22', '40', '43', '44', '31']","['29', '8', '12', '45', '35']",1.0,681.0,682.0,100.0,,,,Step 2: Best Match,❌ Poor (3/12),,❌ Poor (3/12),30.5,10.7,3/12,25.0,19.0,12.0,3/12,8.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,8516,1938-8214,8.333333333333332,31.799999999999997,12,20.11451019725844,11,688,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44
89_Recombination events.csv|9711,9711,89_Recombination events.csv,1704,10000,"['13', '26', '35', '50', '7']",1000,0.0002,0.02,0.1,5000,50,4,32,1778,32-1778,"['7', '50', '26', '13', '35']","['44', '6', '29', '12', '2', '19', '40', '45', '14', '1', '3', '41', '37', '31']","['39', '38', '5', '22', '4', '8', '20', '27', '36', '21', '17', '49', '18', '24']",1672.0,8222.0,9894.0,0.8919961427193828,1704.0,426.0,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,15.178399228543876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9711,1704-10000,40.0,0.0,4,20.0,3,689,3,3,5,37,2,34,60.0%,8.1%,✅ Equal,42,6,36
30_Recombination events.csv|9728,9728,30_Recombination events.csv,7185,10000,"1, 18, 19, 2, 24, 28, 32, 33, 44",1000,0.0002,0.02,0.1,5000,50,4,7196,9396,7196-9396,"['26', '15']","['18', '44', '1', '24', '33', '19', '28', '32', '2']","['6', '48', '42', '7', '30', '5', '31', '4', '10', '21', '38', '40', '14', '49', '11', '46', '12', '22', '34', '41', '13', '25', '50']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,9.0,2.0,,,,7185-10000,2815.0,9.0,"['1', '18', '19', '2', '24', '28', '32', '33', '44']","1, 18, 19, 2, 24, 28, 32, 33, 44",,,,,,0/2,0.0,✅ Yes,✅ Yes,✅ Yes,"15, 26","15, 26",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,30,9728,7185-10000,0.0,38.5,4,19.30792377131394,8,690,8,8,10,34,2,26,80.0%,23.5%,✅ Equal,44,16,28
4_Recombination events.csv|9991,9991,4_Recombination events.csv,5406,10000,"19, 33",1000,0.0002,0.02,0.1,5000,50,6,5405,9368,5405-9368,"['33', '19']","['41', '48']","['39', '24', '40', '31', '5', '22', '3', '17', '18', '43', '46', '50', '11']",,,,100.0,,,,Step 6: Cross Matches,Cross Match (Case_S2_E1E),,,85.5,,,100.0,2.0,2.0,,,,5406-10000,4594.0,2.0,"['19', '33']","19, 33",,,,,,2/2,100.0,✅ Yes,✅ Yes,✅ Yes,"19, 33","19, 33",,1.0,,,,,,,,,,,100.0,,,3.0,,4,9991,5406-10000,0.0,99.7,6,18.405215646940825,8,691,8,8,10,57,2,49,80.0%,14.0%,✅ Equal,67,16,51
60_Recombination events.csv|9526,9526,60_Recombination events.csv,4410,7824,"['2', '24', '30']",1000,0.0002,0.02,0.1,5000,50,11,4027,4690,4027-4690,"['2', '30', '24']","['22', '4', '41']","['38', '8', '17', '37', '6', '29', '32', '45', '1', '42', '36', '21', '28', '49', '13', '48', '15', '12', '40', '34', '43']",383.0,3134.0,3517.0,8.201523140011718,3414.0,853.5,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,14.640304628002342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9526,4410-7824,33.33333333333333,0.0,11,16.666666666666664,10,693,10,10,21,64,11,54,47.6%,15.6%,✅ Equal,85,20,65
100_Recombination events.csv|8606,8606,100_Recombination events.csv,3045,10000,"['11', '12', '27', '36', '44', '7']",1000,0.0002,0.02,0.1,5000,50,5,1110,9658,1110-9658,"['44', '7', '11', '36', '12', '27']","['50', '8', '33', '28', '34', '43', '19', '17', '37', '46']","['38', '23', '16', '2', '3', '35', '6', '32', '14', '42', '47', '5', '4', '25', '21', '41', '30', '49', '18', '13', '10', '24', '39', '48', '9', '20', '15', '22', '40', '31']",1935.0,342.0,2277.0,95.08267433501078,3045.0,761.2,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,32.01653486700216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8606,3045-10000,33.33333333333333,0.0,5,16.666666666666664,6,694,8,7,10,66,2,59,80.0%,10.6%,❌ Diff: RDP=8 vs Santa=7,76,15,61
100_Recombination events.csv|8794,8794,100_Recombination events.csv,4380,9639,"['11', '12', '27', '36', '44', '7']",1000,0.0002,0.02,0.1,5000,50,6,7438,9109,7438-9109,"['44', '7', '11', '36', '12', '27']","['38', '26', '23', '16', '2', '3', '35', '6', '32', '45', '14', '1', '42', '47', '5', '4', '25', '21', '41', '30', '49', '18', '13', '10', '24', '39', '48', '9', '20', '15', '22', '40', '34', '31']","['50', '8', '28', '43', '19', '17', '37']",3058.0,530.0,3588.0,31.77410154021677,4741.0,1185.2,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,19.35482030804335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8794,4380-9639,33.33333333333333,0.0,6,16.666666666666664,7,695,8,7,10,66,2,59,80.0%,10.6%,❌ Diff: RDP=8 vs Santa=7,76,15,61
14_Recombination events.csv|9843,9843,14_Recombination events.csv,4956,10000,"['2', '40', '44']",1000,0.0002,0.02,0.1,5000,50,7,4050,4954,4050-4954,"['40', '2', '44']","['14', '15', '12', '5', '18', '45', '34', '4', '36', '32', '9', '21', '11', '23']","['6', '48', '20', '42', '7', '30', '37', '43', '8', '31', '24', '3', '10', '35', '38', '29', '26', '19', '49', '28', '39', '46', '47', '1', '22', '16', '33', '41', '27', '13', '25', '50']",906.0,5046.0,5952.0,0.0,4956.0,1239.0,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,12.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9843,4956-10000,33.33333333333333,0.0,7,16.666666666666664,7,696,9,8,14,44,5,36,64.3%,18.2%,❌ Diff: RDP=9 vs Santa=8,58,17,41
31_Recombination events.csv|9746,9746,31_Recombination events.csv,9810,10000,"['40', '46', '5']",1000,0.0002,0.02,0.1,5000,50,4,10,9810,10-9810,"['40', '5', '46']","['6', '18', '48', '45', '36', '20', '7', '37', '43', '8', '44', '31', '24', '4', '3', '32', '17', '10', '21', '38', '15', '19', '49', '28', '9', '11', '39', '47', '12', '16', '33', '34', '41', '27', '13', '25', '50']","['30', '26', '2', '42', '23']",9800.0,190.0,9990.0,0.0,190.0,47.5,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,12.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,9746,9810-10000,33.33333333333333,0.0,4,16.666666666666664,4,697,7,5,9,63,2,58,77.8%,7.9%,❌ Diff: RDP=7 vs Santa=5,72,12,60
40_Recombination events.csv|9558,9558,40_Recombination events.csv,6573,9831,"['20', '24', '47']",1000,0.0002,0.02,0.1,5000,50,11,83,9826,83-9826,"['24', '20', '47']","['16', '50']","['32', '39', '1', '44', '26', '13', '15', '30', '38', '2', '11']",6490.0,5.0,6495.0,99.8465316144874,3258.0,814.5,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,32.96930632289748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9558,6573-9831,33.33333333333333,0.0,11,16.666666666666664,10,698,9,8,13,29,4,21,69.2%,27.6%,❌ Diff: RDP=9 vs Santa=8,42,17,25
99_Recombination events.csv|9849,9849,99_Recombination events.csv,1977,7965,"['30', '33', '6']",1000,0.0002,0.02,0.1,5000,50,6,1,1971,1-1971,"['30', '6', '33']","['2', '4', '8']","['39', '50', '9', '45', '34', '43', '1', '3', '17', '37', '13', '10']",1976.0,5994.0,7970.0,0.0,4012.0,1003.0,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,12.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,9849,1977-7965,33.33333333333333,0.0,6,16.666666666666664,8,699,8,8,13,38,5,30,61.5%,21.1%,✅ Equal,51,16,35
96_Recombination events.csv|9331,9331,96_Recombination events.csv,2247,5496,"['14', '29', '30', '40', '8']",1000,0.0002,0.02,0.1,5000,50,18,5434,6684,5434-6684,"['29', '8', '40', '14', '30']","['26', '5', '27', '2', '36', '34', '41', '46', '3', '17', '37', '31', '10', '24']","['44', '43']",3187.0,1188.0,4375.0,1.9082794706063406,3249.0,812.2,25.0,Step 1: Approximate,Case_B_End_Ini,Exact Recombinant Match,,9.381655894121268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9331,2247-5496,20.0,0.0,18,13.333333333333334,17,700,19,19,22,60,3,41,86.4%,31.7%,✅ Equal,82,38,44
96_Recombination events.csv|9406,9406,96_Recombination events.csv,72,3564,"['14', '29', '30', '40', '8']",1000,0.0002,0.02,0.1,5000,50,12,674,3094,674-3094,"['29', '8', '40', '14', '30']","['44', '43']","['42', '33', '15']",602.0,470.0,1072.0,69.3012600229095,3492.0,873.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,22.860252004581902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9406,72-3564,20.0,0.0,12,13.333333333333334,18,701,19,19,22,60,3,41,86.4%,31.7%,✅ Equal,82,38,44
5_Recombination events.csv|9671,9671,5_Recombination events.csv,72,10000,"['2', '21', '36', '47']",1000,0.0002,0.02,0.1,5000,50,17,72,692,72-692,"['47', '2', '36', '21']","['33', '49', '20']","['42', '8', '6', '37', '13', '15', '10', '30', '19', '50', '11']",0.0,9308.0,9308.0,6.244963738920226,72.0,18.0,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,11.748992747784046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9671,72-10000,25.0,0.0,17,12.5,9,702,12,10,19,46,7,36,63.2%,21.7%,❌ Diff: RDP=12 vs Santa=10,65,22,43
39_Recombination events.csv|9425,9425,39_Recombination events.csv,3801,7161,"['14', '30', '39', '5']",1000,0.0002,0.02,0.1,5000,50,14,5789,6334,5789-6334,"['5', '14', '39', '30']","['32', '41', '1', '45', '15', '10', '33', '20', '35']","['42', '9', '37', '36', '27', '28', '19', '34', '31', '4', '22', '21', '48', '46', '7', '50', '2', '18', '38', '16', '49', '29']",1988.0,827.0,2815.0,16.220238095238095,3360.0,840.0,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,13.744047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,9425,3801-7161,25.0,0.0,14,12.5,7,703,8,8,14,53,6,45,57.1%,15.1%,✅ Equal,67,16,51
35_Recombination events.csv|9420,9420,35_Recombination events.csv,8709,10000,"['10', '20', '40', '49']",1000,0.0002,0.02,0.1,5000,50,6,30,8696,30-8696,"['40', '49', '20', '10']","['8', '12', '37', '36', '27', '13', '28', '29', '43', '19', '26', '34', '14', '31', '25', '22', '21', '48', '30', '24', '45', '3', '46', '15', '7', '33', '50', '2', '47', '44', '17', '18', '38', '16', '11']","['32', '4']",8679.0,1304.0,9983.0,0.0,1291.0,322.8,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9420,8709-10000,25.0,0.0,6,12.5,8,704,9,9,12,65,3,56,75.0%,13.8%,✅ Equal,77,18,59
64_Recombination events.csv|9253,9253,64_Recombination events.csv,1074,4359,"['11', '13', '3', '40']",1000,0.0002,0.02,0.1,5000,50,4,2282,4360,2282-4360,"['3', '40', '13', '11']","['38', '26', '20', '15', '25', '12', '32', '19', '44']","['16', '2', '27', '17', '37', '6', '29', '45', '1', '42', '47', '5', '4', '33', '36', '28', '41', '30', '49', '18', '10', '7', '48', '50', '9', '34', '43', '31']",1208.0,1.0,1209.0,63.22678843226789,3285.0,821.2,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,23.14535768645358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,9253,1074-4359,25.0,0.0,4,12.5,8,705,8,8,12,54,4,46,66.7%,14.8%,✅ Equal,66,16,50
22_Recombination events.csv|9711,9711,22_Recombination events.csv,5829,10000,"['10', '32', '45', '46', '9']",1000,0.0002,0.02,0.1,5000,50,8,28,5816,28-5816,"['45', '32', '9', '10', '46']","['7', '30', '26', '41', '35', '2']",['21'],5801.0,4184.0,9985.0,0.0,4171.0,1042.8,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,9711,5829-10000,20.0,0.0,8,10.0,8,706,10,9,13,48,3,39,76.9%,18.8%,❌ Diff: RDP=10 vs Santa=9,61,19,42
69_Recombination events.csv|9390,9390,69_Recombination events.csv,8658,10000,"['1', '14', '18', '46', '6']",1000,0.0002,0.02,0.1,5000,50,1,4,8670,4-8670,"['18', '6', '14', '1', '46']","['47', '43']","['38', '26', '23', '11', '3', '17', '35', '29', '5', '4', '33', '36', '21', '28', '41', '30', '49', '13', '10', '39', '7', '48', '50', '22', '20', '15', '12', '40', '34', '19', '44', '31']",8654.0,1330.0,9984.0,0.8941877794336811,1342.0,335.5,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,9.178837555886737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9390,8658-10000,20.0,0.0,1,10.0,6,707,6,6,6,27,0,21,100.0%,22.2%,✅ Equal,33,12,21
27_Recombination events.csv|9199,9199,27_Recombination events.csv,8388,10000,"['17', '21', '25', '43', '48']",1000,0.0002,0.02,0.1,5000,50,18,369,9997,369-9997,"['43', '48', '17', '21', '25']","['18', '1', '22', '49', '3', '47']","['30', '8', '33', '34', '28', '36', '11', '42']",8019.0,3.0,8022.0,99.81389578163771,1612.0,403.0,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,28.962779156327542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9199,8388-10000,20.0,0.0,18,10.0,11,708,12,12,18,67,6,55,66.7%,17.9%,✅ Equal,85,24,61
