SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
83_Recombination events.csv|2165,2165,83_Recombination events.csv,6087,10000,"['12', '15', '17', '18', '21', '27', '28', '29', '3', '30', '31', '34', '36', '40', '44', '47', '49', '5', '50', '6', '7']",1000,2.5e-05,0.005,0.1,5000,50,1,1446,9996,1446-9996,"['27', '29', '12', '44', '6', '40', '30', '3', '47', '34', '50', '17', '28', '31', '7', '18', '15', '5', '21', '49', '36']","['25', '42', '11', '35', '46', '20', '8', '2', '26', '33', '37', '43', '16', '38', '22']","['4', '19', '24', '13', '23', '32', '39', '41', '1', '9']",4641.0,4.0,4645.0,99.8977766419627,3913.0,978.2,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,47.26526961410683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,2165,6087-10000,80.95238095238095,0.0,1,50.0,2,118,3,2,5,9,2,7,60.0%,22.2%,❌ Diff: RDP=3 vs Santa=2,14,5,9
91_Recombination events.csv|2315,2315,91_Recombination events.csv,9123,10000,"1, 11, 14, 16, 21, 25, 3, 30, 31, 40, 42, 47, 48, 6, 7",1000,2.5e-05,0.005,0.1,5000,50,3,9122,9982,9122-9982,"['27', '8', '29', '12', '26', '20', '13', '33', '41', '34', '28', '22', '18', '2', '32', '15', '19', '37', '10', '36']","['9', '24', '45', '17']","['6', '25', '42', '11', '40', '31', '30', '7', '3', '14', '21', '47', '1', '16', '48']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,15.0,20.0,,,,9123-10000,877.0,15.0,"['1', '11', '14', '16', '21', '25', '3', '30', '31', '40', '42', '47', '48', '6', '7']","1, 11, 14, 16, 21, 25, 3, 30, 31, 40, 42, 47, 48, 6, 7",,,,,,0/20,0.0,✅ Yes,✅ Yes,✅ Yes,"10, 12, 13, 15, 18, 19, 2, 20, 22, 26, 27, 28, 29, 32, 33, 34, 36, 37, 41, 8","10, 12, 13, 15, 18, 19, 2, 20, 22, 26, 27, 28, 29, 32, 33, 34, 36, 37, 41, 8",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,91,2315,9123-10000,0.0,98.1,3,50.0,1,119,3,3,5,13,2,10,60.0%,23.1%,✅ Equal,18,6,12
91_Recombination events.csv|2276,2276,91_Recombination events.csv,2169,10000,"['23', '35', '4', '43', '44', '5', '50']",1000,2.5e-05,0.005,0.1,5000,50,5,1966,9072,1966-9072,"['4', '35', '23', '44', '50', '5', '43']","['9', '45']",['49'],203.0,928.0,1131.0,88.14966160132805,2169.0,542.2,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,33.487075177408464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2276,2169-10000,42.857142857142854,0.0,5,50.0,2,120,3,3,5,13,2,10,60.0%,23.1%,✅ Equal,18,6,12
94_Recombination events.csv|2157,2157,94_Recombination events.csv,4878,10000,"15, 21, 23, 30, 33, 34, 35, 45",1000,2.5e-05,0.005,0.1,5000,50,1,4846,9893,4846-9893,['6'],"['35', '45', '30', '23', '33', '21', '15', '34']","['25', '42', '27', '8', '29', '12', '26', '44', '43', '11', '4', '40', '20', '13', '3', '14', '39', '41', '47', '17', '1', '50', '28', '22', '31', '46', '7', '18', '2', '32', '5', '16', '9', '48', '19', '24', '38', '37', '49', '10', '36']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,8.0,1.0,,,,4878-10000,5122.0,8.0,"['15', '21', '23', '30', '33', '34', '35', '45']","15, 21, 23, 30, 33, 34, 35, 45",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,6,6,,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,94,2157,4878-10000,0.0,86.1,1,50.0,1,121,1,1,1,2,0,1,100.0%,50.0%,✅ Equal,3,2,1
95_Recombination events.csv|2350,2350,95_Recombination events.csv,837,8424,"['14', '17', '2', '25', '40', '44', '5', '7', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,8414,9990,8414-9990,"['25', '40', '7', '2', '44', '14', '5', '17', '9']","['6', '42', '45', '18', '8', '27', '33', '32', '3', '39', '34', '41', '47', '43', '48']","['11', '31', '20', '13', '23', '24', '29', '50', '49', '1', '16', '38', '36', '22']",7577.0,1566.0,9143.0,0.13180440226703571,2413.0,603.2,25.0,Step 1: Approximate,Case_B_End_Ini,Exact Recombinant Match,,26.359694213786742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2350,837-8424,77.77777777777779,0.0,1,50.0,1,122,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7
28_Recombination events.csv|2326,2326,28_Recombination events.csv,318,4167,"['16', '19', '33', '40', '41', '43', '46', '8']",1000,2.5e-05,0.005,0.1,5000,50,1,318,4168,318-4168,['19'],"['21', '50', '38', '48', '22']","['11', '35', '23', '7', '3', '15', '5', '17']",0.0,1.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,12.5,1/1,100.0,8.0,1.0,1/1,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2326,318-4167,0.0,99.9,1,50.0,3,123,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
98_Recombination events.csv|2162,2162,98_Recombination events.csv,4860,10000,"1, 10, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 24, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 38, 39, 4, 40, 41, 43, 44, 45, 46, 47, 48, 49, 5, 50, 7, 8, 9",1000,2.5e-05,0.005,0.1,5000,50,1,4816,9972,4816-9972,"['25', '42', '11', '23', '12']","['6', '37', '13', '26']","['27', '8', '29', '44', '43', '4', '40', '30', '20', '33', '3', '14', '34', '39', '41', '17', '1', '47', '50', '28', '22', '46', '31', '45', '7', '18', '2', '32', '15', '5', '16', '9', '48', '19', '35', '24', '38', '21', '49', '10', '36']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,41.0,5.0,,,,4860-10000,5140.0,41.0,"['1', '10', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '24', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '38', '39', '4', '40', '41', '43', '44', '45', '46', '47', '48', '49', '5', '50', '7', '8', '9']","1, 10, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 24, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 38, 39, 4, 40, 41, 43, 44, 45, 46, 47, 48, 49, 5, 50, 7, 8, 9",,,,,,0/5,0.0,✅ Yes,✅ Yes,✅ Yes,"11, 12, 23, 25, 42","11, 12, 23, 25, 42",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,98,2162,4860-10000,0.0,92.8,1,50.0,2,124,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6
41_Recombination events.csv|2414,2414,41_Recombination events.csv,8091,10000,"['24', '26', '29', '42', '43', '5']",1000,2.5e-05,0.005,0.1,5000,50,1,57,8122,57-8122,"['42', '24', '29', '26', '5', '43']","['19', '40', '13', '2', '33', '3', '15', '47', '16', '10', '36']","['35', '7', '12', '50', '22']",8034.0,1878.0,9912.0,1.6238868517548455,1909.0,477.2,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,13.324777370350967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2414,8091-10000,33.33333333333333,0.0,1,50.0,1,125,1,1,1,2,0,1,100.0%,50.0%,✅ Equal,3,2,1
67_Recombination events.csv|2389,2389,67_Recombination events.csv,2565,9963,"['41', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,2566,9960,2566-9960,"['48', '41']",['7'],"['37', '3', '2']",1.0,3.0,4.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),58.980000000000004,100.0,2/2,100.0,2.0,2.0,2/2,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2389,2565-9963,0.0,99.6,1,50.0,1,126,1,1,1,3,0,2,100.0%,33.3%,✅ Equal,4,2,2
62_Recombination events.csv|2446,2446,62_Recombination events.csv,9057,10000,"['19', '25']",1000,2.5e-05,0.005,0.1,5000,50,1,9054,9990,9054-9990,"['25', '19']",['47'],"['16', '9', '22', '45']",3.0,10.0,13.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),58.78,100.0,2/2,100.0,2.0,2.0,2/2,93.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2446,9057-10000,0.0,98.7,1,50.0,2,127,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
78_Recombination events.csv|2475,2475,78_Recombination events.csv,3150,7812,['16'],1000,2.5e-05,0.005,0.1,5000,50,1,3148,6682,3148-6682,['16'],"['40', '45', '20', '26', '33', '15', '5', '43', '10']","['1', '29', '7', '12']",2.0,1130.0,1132.0,75.76147576147577,4662.0,1165.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,48.15229515229515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2475,3150-7812,100.0,0.0,1,50.0,3,128,5,5,6,15,1,10,83.3%,33.3%,✅ Equal,21,10,11
69_Recombination events.csv|2446,2446,69_Recombination events.csv,9588,10000,"['10', '16', '19', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,9590,9996,9590-9996,"['16', '10', '48', '19']","['35', '45', '8', '26', '32', '33', '14', '43', '28']","['11', '46', '29', '18', '39', '50', '34', '17', '38', '36', '22']",2.0,4.0,6.0,98.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),58.7,100.0,4/4,100.0,4.0,4.0,4/4,92.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2446,9588-10000,0.0,99.4,1,50.0,2,129,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
30_Recombination events.csv|2482,2482,30_Recombination events.csv,4275,6276,"['31', '44']",1000,2.5e-05,0.005,0.1,5000,50,1,4254,6288,4254-6288,"['44', '31']",['47'],['15'],21.0,12.0,33.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),57.0,100.0,2/2,100.0,2.0,2.0,2/2,91.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2482,4275-6276,0.0,96.7,1,50.0,2,130,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
17_Recombination events.csv|2444,2444,17_Recombination events.csv,5925,10000,['3'],1000,2.5e-05,0.005,0.1,5000,50,4,5884,7404,5884-7404,['3'],"['46', '12']","['11', '19', '45', '30', '23', '33', '32', '47', '16', '28', '22']",41.0,2596.0,2637.0,36.29447852760736,4075.0,1018.8,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,40.258895705521475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2444,5925-10000,100.0,0.0,4,50.0,2,131,2,2,4,14,2,12,50.0%,14.3%,✅ Equal,18,4,14
4_Recombination events.csv|2476,2476,4_Recombination events.csv,1260,5280,"['22', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,1270,5287,1270-5287,"['48', '22']",['46'],"['4', '35', '31', '23', '18', '41', '34', '47', '1']",10.0,7.0,17.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.96,100.0,2/2,100.0,2.0,2.0,2/2,97.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2476,1260-5280,0.0,98.3,1,50.0,1,132,1,1,1,5,0,4,100.0%,20.0%,✅ Equal,6,2,4
65_Recombination events.csv|2402,2402,65_Recombination events.csv,825,10000,['50'],1000,2.5e-05,0.005,0.1,5000,50,4,17,826,17-826,['50'],"['25', '42', '23', '29', '43', '11', '40', '13', '33', '39', '47', '17', '7', '32', '15', '5', '16', '9', '19', '49', '10', '36']","['3', '18']",808.0,9174.0,9982.0,0.010899182561307902,825.0,206.2,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,33.00217983651226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2402,825-10000,100.0,0.0,4,50.0,4,133,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
74_Recombination events.csv|2476,2476,74_Recombination events.csv,5997,10000,"['41', '49']",1000,2.5e-05,0.005,0.1,5000,50,1,5999,9988,5999-9988,"['49', '41']",['20'],"['16', '24', '27']",2.0,12.0,14.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.94,100.0,2/2,100.0,2.0,2.0,2/2,98.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2476,5997-10000,0.0,98.6,1,50.0,2,134,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8
38_Recombination events.csv|2280,2280,38_Recombination events.csv,9693,10000,"['13', '30', '35', '4']",1000,2.5e-05,0.005,0.1,5000,50,2,9700,9990,9700-9990,"['30', '13', '4', '35']","['6', '11', '31', '23', '7', '44', '3', '43', '1', '16']","['25', '42', '27', '8', '40', '20', '33', '14', '41', '34', '47', '17', '10', '28', '22', '45', '2', '5', '9', '48', '24', '21', '49', '38']",7.0,10.0,17.0,94.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),57.900000000000006,100.0,4/4,100.0,4.0,4.0,4/4,72.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2280,9693-10000,0.0,98.3,2,50.0,2,135,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1
75_Recombination events.csv|2433,2433,75_Recombination events.csv,873,5043,"['23', '32']",1000,2.5e-05,0.005,0.1,5000,50,1,886,5047,886-5047,"['32', '23']","['3', '2', '17']","['42', '11', '31', '46', '7', '33', '39', '47', '16', '28', '22']",13.0,4.0,17.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.94,100.0,2/2,100.0,2.0,2.0,2/2,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2433,873-5043,0.0,98.3,1,50.0,2,136,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
85_Recombination events.csv|2487,2487,85_Recombination events.csv,2121,9678,"['34', '47']",1000,2.5e-05,0.005,0.1,5000,50,1,2122,9686,2122-9686,"['47', '34']","['6', '46', '30', '29', '7', '27', '26', '48']","['15', '36', '40', '2']",1.0,8.0,9.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,98.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2487,2121-9678,0.0,99.1,1,50.0,1,137,1,1,1,2,0,1,100.0%,50.0%,✅ Equal,3,2,1
13_Recombination events.csv|2513,2513,13_Recombination events.csv,4029,10000,"['18', '41']",1000,2.5e-05,0.005,0.1,5000,50,1,4042,9976,4042-9976,"['41', '18']","['42', '11', '19', '35', '23', '2', '15', '5', '34', '10']","['12', '26']",13.0,24.0,37.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.88,100.0,2/2,100.0,2.0,2.0,2/2,95.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2513,4029-10000,0.0,96.3,1,50.0,2,138,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
83_Recombination events.csv|2165,2165,83_Recombination events.csv,6087,10000,"12, 15, 17, 18, 21, 27, 28, 29, 3, 30, 31, 34, 36, 40, 44, 47, 49, 5, 50, 6, 7",1000,2.5e-05,0.005,0.1,5000,50,2,6046,9990,6046-9990,"['25', '42', '11', '46', '20', '8', '2', '26', '33', '37', '43', '16', '38', '22']","['27', '29', '12', '44', '6', '40', '30', '3', '47', '34', '50', '17', '28', '31', '7', '18', '15', '5', '21', '49', '36']","['4', '19', '23', '13', '24', '32', '39', '41', '9']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,21.0,14.0,,,,6087-10000,3913.0,21.0,"['12', '15', '17', '18', '21', '27', '28', '29', '3', '30', '31', '34', '36', '40', '44', '47', '49', '5', '50', '6', '7']","12, 15, 17, 18, 21, 27, 28, 29, 3, 30, 31, 34, 36, 40, 44, 47, 49, 5, 50, 6, 7",,,,,,0/14,0.0,✅ Yes,✅ Yes,✅ Yes,"11, 16, 2, 20, 22, 25, 26, 33, 37, 38, 42, 43, 46, 8","11, 16, 2, 20, 22, 25, 26, 33, 37, 38, 42, 43, 46, 8",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,83,2165,6087-10000,0.0,94.9,2,50.0,1,139,3,2,5,9,2,7,60.0%,22.2%,❌ Diff: RDP=3 vs Santa=2,14,5,9
82_Recombination events.csv|2515,2515,82_Recombination events.csv,9054,10000,"['11', '42', '50', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,9054,9992,9054-9992,"['42', '11', '7', '50']",['48'],"['29', '31']",0.0,8.0,8.0,99.2,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),58.84,100.0,4/4,100.0,4.0,4.0,4/4,95.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2515,9054-10000,0.0,99.2,2,50.0,2,140,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7
81_Recombination events.csv|2331,2331,81_Recombination events.csv,4137,8109,"['12', '50']",1000,2.5e-05,0.005,0.1,5000,50,1,4131,8098,4131-8098,"['50', '12']","['6', '42', '25', '13', '2', '5']","['21', '18']",6.0,11.0,17.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.94,100.0,2/2,100.0,2.0,2.0,2/2,97.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2331,4137-8109,0.0,98.3,1,50.0,1,141,1,1,1,3,0,2,100.0%,33.3%,✅ Equal,4,2,2
74_Recombination events.csv|2239,2239,74_Recombination events.csv,5676,9555,"11, 14, 15, 18, 19, 21, 32, 33, 38, 39, 42, 43, 46, 5, 50, 7",1000,2.5e-05,0.005,0.1,5000,50,3,5666,9550,5666-9550,"['16', '24', '27']","['6', '25', '4', '40', '45', '30', '20', '13', '23', '8', '29', '37', '17', '1', '9', '48', '28', '22']","['42', '11', '19', '46', '7', '18', '33', '32', '14', '15', '5', '21', '39', '43', '50', '38']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,16.0,3.0,,,,5676-9555,3879.0,16.0,"['11', '14', '15', '18', '19', '21', '32', '33', '38', '39', '42', '43', '46', '5', '50', '7']","11, 14, 15, 18, 19, 21, 32, 33, 38, 39, 42, 43, 46, 5, 50, 7",,,,,,0/3,0.0,✅ Yes,✅ Yes,✅ Yes,"16, 24, 27","16, 24, 27",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,74,2239,5676-9555,0.0,98.5,3,49.94929006085193,3,142,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8
60_Recombination events.csv|2307,2307,60_Recombination events.csv,4449,5952,"12, 18, 22, 24, 25, 27, 33, 45, 46",1000,2.5e-05,0.005,0.1,5000,50,2,4446,5946,4446-5946,"['23', '29', '26', '44', '43', '6', '11', '4', '40', '30', '20', '3', '47', '14', '34', '39', '17', '1', '50', '28', '31', '7', '2', '15', '16', '9', '48', '19', '35', '21', '49', '10', '36']","['25', '46', '45', '24', '18', '27', '12', '33', '22']","['42', '13', '8', '32', '37', '41']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,9.0,33.0,,,,4449-5952,1503.0,9.0,"['12', '18', '22', '24', '25', '27', '33', '45', '46']","12, 18, 22, 24, 25, 27, 33, 45, 46",,,,,,0/33,0.0,✅ Yes,✅ Yes,✅ Yes,"1, 10, 11, 14, 15, 16, 17, 19, 2, 20, 21, 23, 26, 28, 29, 3, 30, 31, 34, 35, 36, 39, 4, 40, 43, 44, 47, 48, 49, 50, 6, 7, 9","1, 10, 11, 14, 15, 16, 17, 19, 2, 20, 21, 23, 26, 28, 29, 3, 30, 31, 34, 35, 36, 39, 4, 40, 43, 44, 47, 48, 49, 50, 6, 7, 9",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,60,2307,4449-5952,0.0,99.1,2,49.84909456740442,3,143,3,3,4,7,1,4,75.0%,42.9%,✅ Equal,11,6,5
80_Recombination events.csv|2324,2324,80_Recombination events.csv,8040,8193,"['11', '24']",1000,2.5e-05,0.005,0.1,5000,50,3,8032,8218,8032-8218,"['24', '11']","['25', '27', '29', '44', '6', '40', '33', '3', '14', '50', '28', '31', '45', '2', '15', '16', '9', '48', '19', '37', '21', '10']",['47'],8.0,25.0,33.0,100.0,153.0,38.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2324,8040-8193,0.0,96.7,3,49.84536082474227,2,144,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
100_Recombination events.csv|2476,2476,100_Recombination events.csv,8022,10000,"['18', '24']",1000,2.5e-05,0.005,0.1,5000,50,2,8020,9978,8020-9978,"['24', '18']","['23', '40']","['9', '26']",2.0,22.0,24.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.78,100.0,2/2,100.0,2.0,2.0,2/2,93.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2476,8022-10000,0.0,97.6,2,49.342770475227496,2,145,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
89_Recombination events.csv|2447,2447,89_Recombination events.csv,6615,10000,"['14', '36', '44']",1000,2.5e-05,0.005,0.1,5000,50,3,6621,9971,6621-9971,"['44', '14', '36']","['25', '11', '46', '45', '30', '20', '27', '2', '32', '37', '3', '41', '43', '47', '17', '1', '28']","['15', '8']",6.0,29.0,35.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.8,100.0,3/3,100.0,3.0,3.0,3/3,94.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2447,6615-10000,0.0,96.5,3,48.836032388663966,7,146,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
57_Recombination events.csv|2383,2383,57_Recombination events.csv,5688,6309,"['15', '17', '30', '36']",1000,2.5e-05,0.005,0.1,5000,50,2,5730,6318,5730-6318,"['30', '15', '36', '17']","['42', '4', '7', '18', '26', '21', '41']","['40', '45', '27', '33', '32', '1', '9', '28', '22']",42.0,9.0,51.0,93.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),55.64,100.0,4/4,100.0,4.0,4.0,4/4,58.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2383,5688-6309,0.0,94.9,2,48.123732251521304,3,147,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
80_Recombination events.csv|2443,2443,80_Recombination events.csv,8889,10000,"['32', '49']",1000,2.5e-05,0.005,0.1,5000,50,2,8886,9908,8886-9908,"['49', '32']","['39', '20', '43']","['35', '46', '30', '23', '13', '7', '18', '26', '34', '17', '38', '36', '22']",3.0,92.0,95.0,91.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),55.34,100.0,2/2,100.0,2.0,2.0,2/2,57.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2443,8889-10000,0.0,90.5,2,46.649484536082475,3,148,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
33_Recombination events.csv|2003,2003,33_Recombination events.csv,8022,10000,"10, 11, 19, 2, 21, 29, 33, 34, 43, 44, 47, 5, 50",1000,2.5e-05,0.005,0.1,5000,50,3,8079,9976,8079-9976,"['25', '42', '23', '8', '12', '26', '6', '40', '30', '13', '3', '39', '14', '22', '46', '45', '35', '49', '38', '36']","['11', '19', '29', '2', '33', '44', '21', '47', '5', '34', '50', '43', '10']","['4', '16', '20', '18', '27', '32', '37', '15', '41', '17', '1', '9', '48', '28']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,13.0,20.0,,,,8022-10000,1978.0,13.0,"['10', '11', '19', '2', '21', '29', '33', '34', '43', '44', '47', '5', '50']","10, 11, 19, 2, 21, 29, 33, 34, 43, 44, 47, 5, 50",,,,,,0/20,0.0,✅ Yes,✅ Yes,✅ Yes,"12, 13, 14, 22, 23, 25, 26, 3, 30, 35, 36, 38, 39, 40, 42, 45, 46, 49, 6, 8","12, 13, 14, 22, 23, 25, 26, 3, 30, 35, 36, 38, 39, 40, 42, 45, 46, 49, 6, 8",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,33,2003,8022-10000,0.0,91.9,3,46.60243407707911,3,149,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7
