Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
43,44,4,99.5995995995996,90,10005,13,Cross Match (Case_S2_E1E),Step 6: Cross Matches,7,6,15,50,8,44,46.7%,12.0%,❌ Diff: RDP=7 vs Santa=6,65,13,52,90_Recombination events.csv|10005,10005,90_Recombination events.csv,4026,10000,['21'],1000,0.0002,0.02,0.1,5000,50,4022,9995,4023-4114,['21'] | ['21'],"['39', '9', '12', '42', '18'] | ['38', '26', '27', '37', '35', '6', '29', '14', '42', '46', '5', '33', '41', '18', '24', '39', '48', '9', '22', '15', '12', '44', '31']","['17'] | ['47', '50', '23', '20', '16', '36', '28', '43', '30']",,,,,,,,,,85.5,,,100.0,,,,50,,,,,,,100.0,,,,,100.0,,,,2.0,,,,,,,,,100.0,✅ Yes,✅ Yes,1.0,13.0,,0.0,✅ Yes,✅ Yes,13,4026-10000,100.0%,100.0%,100,100.0,,,,,,,,,,100.0,99.1,5,3,4,100,13,✅ Start+End
44,45,3,99.5995995995996,90,10005,1,Standard_Match,Step 1: Approximate,7,6,15,50,8,44,46.7%,12.0%,❌ Diff: RDP=7 vs Santa=6,65,13,52,90_Recombination events.csv|10005,10005,90_Recombination events.csv,4026,10000,['21'],1000,0.0002,0.02,0.1,5000,50,4022,9995,4022-9995,['21'],"['39', '9', '12', '42', '18']",['17'],4.0,5.0,9.0,99.91630398393036,4026.0,1006.5,25.0,Exact Recombinant Match,,58.98326079678607,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,4026-10000,99.9%,100.0%,0,99.91630398393036,,,,,,,,,,100.0,99.1,0,1,7,0,1,❌ None
45,46,4,99.5987963891675,88,9559,5,Standard_Match,Step 1: Approximate,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44,88_Recombination events.csv|9559,9559,88_Recombination events.csv,2070,3078,['45'],1000,0.0002,0.02,0.1,5000,50,2074,3085,2074-3085,['45'],"['39', '48', '22', '16', '37', '40', '31', '14', '43', '44', '30', '49', '18', '10']",['12'],4.0,7.0,11.0,99.6031746031746,1008.0,252.0,25.0,Exact Recombinant Match,,58.920634920634924,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,2070-3078,99.6%,100.0%,0,99.6031746031746,,,,,,,,,,100.0,98.9,0,1,7,0,5,❌ None
46,47,2,99.54954954954954,100,10218,7,✅ Complete Match (1/1),Step 2: Best Match,8,7,10,66,2,59,80.0%,10.6%,❌ Diff: RDP=8 vs Santa=7,76,15,61,100_Recombination events.csv|10218,10218,100_Recombination events.csv,525,9789,['9'],1000,0.0002,0.02,0.1,5000,50,534,9788,534-9788,['9'],['38'],"['21', '16']",9.0,1.0,10.0,99.9,,,,,🎯 Perfect (1/1),58.98,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,525-9789,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,99.0,0,1,3,0,7,❌ None
47,48,6,99.54864593781345,88,9919,7,Standard_Match,Step 1: Approximate,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44,88_Recombination events.csv|9919,9919,88_Recombination events.csv,7485,8790,['50'],1000,0.0002,0.02,0.1,5000,50,7483,8800,7483-8800,['50'],"['33', '13']","['21', '19']",2.0,10.0,12.0,100.0,1305.0,326.2,25.0,Exact Recombinant Match,,59.0,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,7485-8790,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,98.8,0,1,7,0,7,❌ None
48,49,5,99.54864593781345,88,9767,8,Standard_Match,Step 1: Approximate,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44,88_Recombination events.csv|9767,9767,88_Recombination events.csv,2901,3150,['12'],1000,0.0002,0.02,0.1,5000,50,2891,3152,2891-3152,['12'],"['26', '23']","['29', '8']",10.0,2.0,12.0,100.0,249.0,62.2,25.0,Exact Recombinant Match,,59.0,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,2901-3150,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,98.8,0,1,7,0,8,❌ None
49,50,1,99.53893442622952,77,10043,2,Standard_Match,Step 1: Approximate,8,8,9,62,1,54,88.9%,12.9%,✅ Equal,71,16,55,77_Recombination events.csv|10043,10043,77_Recombination events.csv,4158,7533,['22'],1000,0.0002,0.02,0.1,5000,50,4126,7534,4126-7534,['22'],"['7', '50', '16', '40', '44']","['38', '12', '21', '34', '1', '46', '13']",32.0,1.0,33.0,100.0,3375.0,843.8,25.0,Exact Recombinant Match,,57.0,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,4158-7533,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,96.7,0,1,7,0,2,❌ None
50,51,2,99.498997995992,98,9858,5,Standard_Match,Step 1: Approximate,5,5,10,49,5,44,50.0%,10.2%,✅ Equal,59,10,49,98_Recombination events.csv|9858,9858,98_Recombination events.csv,5682,10000,['4'],1000,0.0002,0.02,0.1,5000,50,5682,9988,5682-9988,['4'],['15'],"['37', '7', '43']",0.0,12.0,12.0,99.7220935618342,4318.0,1079.5,25.0,Exact Recombinant Match,,56.94441871236684,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,5682-10000,99.7%,100.0%,0,99.7220935618342,,,,,,,,,,100.0,98.8,0,1,7,0,5,❌ None
51,52,3,99.49748743718592,94,9967,3,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,8,30,2,24,75.0%,20.0%,✅ Equal,38,12,26,94_Recombination events.csv|9967,9967,94_Recombination events.csv,3222,10000,['43'],1000,0.0002,0.02,0.1,5000,50,3225,9988,3225-9988,['43'],['49'],['38'],3.0,12.0,15.0,99.8,,,,,🎯 Perfect (1/1),56.96,100.0,1/1,100.0,1.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,3222-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100.0,98.5,0,1,2,0,3,❌ None
52,53,3,99.3987975951904,83,9989,4,Standard_Match,Step 1: Approximate,9,8,12,42,3,34,75.0%,19.0%,❌ Diff: RDP=9 vs Santa=8,54,17,37,83_Recombination events.csv|9989,9989,83_Recombination events.csv,4824,7722,['5'],1000,0.0002,0.02,0.1,5000,50,4836,7720,4836-7720,['5'],['34'],['27'],12.0,2.0,14.0,99.51690821256038,2898.0,724.5,25.0,Exact Recombinant Match,,56.90338164251207,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,4824-7722,99.5%,100.0%,0,99.51690821256038,,,,,,,,,,100.0,98.6,0,1,7,0,4,❌ None
53,54,2,99.3975903614458,76,9914,3,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,6,35,2,31,66.7%,11.4%,✅ Equal,41,8,33,76_Recombination events.csv|9914,9914,76_Recombination events.csv,1344,4734,['38'],1000,0.0002,0.02,0.1,5000,50,1352,4742,1352-4742,['38'],"['5', '15']",['7'],8.0,8.0,16.0,99.8,,,,,🎯 Perfect (1/1),58.96,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1344-4734,99.8%,100.0%,0,99.8,,,,,,,,,,100.0,98.4,0,1,2,0,3,❌ None
54,55,4,99.35,87,10079,1,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,10,44,2,36,80.0%,18.2%,✅ Equal,54,16,38,87_Recombination events.csv|10079,10079,87_Recombination events.csv,6861,10000,['22'],1000,0.0002,0.02,0.1,5000,50,6863,9989,6863-9989,['22'],"['9', '15']","['44', '5']",2.0,11.0,13.0,99.6,,,,,🎯 Perfect (1/1),56.92,100.0,1/1,100.0,1.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,6861-10000,99.6%,100.0%,0,99.6,,,,,,,,,,100.0,98.7,0,1,2,0,1,❌ None
55,56,2,99.29859719438878,93,9954,5,Standard_Match,Step 1: Approximate,6,6,6,54,0,48,100.0%,11.1%,✅ Equal,60,12,48,93_Recombination events.csv|9954,9954,93_Recombination events.csv,750,10000,['48'],1000,0.0002,0.02,0.1,5000,50,758,9992,758-9992,['48'],['19'],"['10', '50']",8.0,8.0,16.0,99.82702702702704,750.0,187.5,25.0,Exact Recombinant Match,,58.965405405405406,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,750-10000,99.8%,100.0%,0,99.82702702702704,,,,,,,,,,100.0,98.4,0,1,7,0,5,❌ None
56,57,4,99.24849699398796,83,9942,1,⭐ Excellent Match (1/1),Step 2: Best Match,9,8,12,42,3,34,75.0%,19.0%,❌ Diff: RDP=9 vs Santa=8,54,17,37,83_Recombination events.csv|9942,9942,83_Recombination events.csv,5793,8442,['45'],1000,0.0002,0.02,0.1,5000,50,5796,8456,5796-8456,['45'],"['2', '17', '29']","['34', '50']",3.0,14.0,17.0,99.9,,,,,🎯 Perfect (1/1),56.98,100.0,1/1,100.0,1.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,5793-8442,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,98.3,0,1,2,0,1,❌ None
57,58,5,99.2,87,10086,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,44,2,36,80.0%,18.2%,✅ Equal,54,16,38,87_Recombination events.csv|10086,10086,87_Recombination events.csv,5304,6516,['40'],1000,0.0002,0.02,0.1,5000,50,5314,6510,5314-6510,['40'],['6'],"['47', '24']",10.0,6.0,16.0,98.7,,,,,🎯 Perfect (1/1),58.74,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,5304-6516,98.7%,100.0%,0,98.7,,,,,,,,,,100.0,98.4,0,1,3,0,6,❌ None
58,59,3,99.19839679358718,93,10044,2,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,6,54,0,48,100.0%,11.1%,✅ Equal,60,12,48,93_Recombination events.csv|10044,10044,93_Recombination events.csv,66,6279,['31'],1000,0.0002,0.02,0.1,5000,50,63,6264,63-6264,['31'],"['30', '35']","['4', '13', '12']",3.0,15.0,18.0,99.8,,,,,🎯 Perfect (1/1),56.96,100.0,1/1,100.0,1.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,66-6279,99.8%,100.0%,0,99.8,,,,,,,,,,100.0,98.2,0,1,2,0,2,❌ None
59,60,2,99.15,81,9744,3,Standard_Match,Step 1: Approximate,7,7,9,46,2,39,77.8%,15.2%,✅ Equal,55,14,41,81_Recombination events.csv|9744,9744,81_Recombination events.csv,813,1989,['40'],1000,0.0002,0.02,0.1,5000,50,797,1988,797-1988,['40'],"['38', '50', '26', '9', '4', '20', '33', '12', '28', '1', '27', '37', '18', '24']",['21'],16.0,1.0,17.0,99.91496598639456,1176.0,294.0,25.0,Exact Recombinant Match,,56.98299319727892,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,813-1989,99.9%,100.0%,0,99.91496598639456,,,,,,,,,,100.0,98.3,0,1,7,0,3,❌ None
60,61,3,98.7,81,9880,5,Standard_Match,Step 1: Approximate,7,7,9,46,2,39,77.8%,15.2%,✅ Equal,55,14,41,81_Recombination events.csv|9880,9880,81_Recombination events.csv,225,4656,['50'],1000,0.0002,0.02,0.1,5000,50,239,4644,239-4644,['50'],['4'],['37'],14.0,12.0,26.0,99.41322500564208,4431.0,1107.8,25.0,Exact Recombinant Match,,56.88264500112842,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,225-4656,99.4%,100.0%,0,99.41322500564208,,,,,,,,,,100.0,97.4,0,1,7,0,5,❌ None
61,62,4,98.4422110552764,94,9319,4,Standard_Match,Step 1: Approximate,6,6,8,30,2,24,75.0%,20.0%,✅ Equal,38,12,26,94_Recombination events.csv|9319,9319,94_Recombination events.csv,5946,10000,['4'],1000,0.0002,0.02,0.1,5000,50,5946,9964,5946-9964,['4'],"['39', '35', '48', '26', '25', '36', '28', '31', '32', '1', '34', '17', '37', '41', '18', '45', '24']","['38', '8', '23', '16', '11', '2', '3', '27', '29', '14', '42', '47', '5', '21', '30', '49', '10', '50', '20', '15', '12', '40', '43', '19', '44']",0.0,36.0,36.0,99.11198815984214,4054.0,1013.5,25.0,Exact Recombinant Match,,56.82239763196843,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,5946-10000,99.1%,100.0%,0,99.11198815984214,,,,,,,,,,100.0,96.4,0,1,7,0,4,❌ None
62,63,7,98.24473420260782,88,9869,11,✅ Complete Match (1/1),Step 2: Best Match,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44,88_Recombination events.csv|9869,9869,88_Recombination events.csv,5703,7917,['47'],1000,0.0002,0.02,0.1,5000,50,5712,7888,5712-7888,['47'],['29'],['32'],9.0,29.0,38.0,98.3,,,,,🎯 Perfect (1/1),56.66,100.0,1/1,100.0,1.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,11,5703-7917,98.3%,100.0%,0,98.3,,,,,,,,,,100.0,96.2,0,1,3,0,11,❌ None
63,64,1,98.2,96,8183,16,✅ Complete Match (1/1),Step 2: Best Match,19,17,22,60,3,43,86.4%,28.3%,❌ Diff: RDP=19 vs Santa=17,82,36,46,96_Recombination events.csv|8183,8183,96_Recombination events.csv,5238,6501,"['1', '10', '11', '12', '14', '16', '18', '19', '20', '21', '22', '23', '25', '26', '27', '28', '29', '3', '30', '32', '35', '38', '39', '40', '41', '45', '47', '49', '50', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,5242,6533,5242-6533,"['47', '9', '20', '23', '16', '12', '25', '21', '28', '32', '18', '35']","['44', '43']","['4', '7', '13']",4.0,32.0,36.0,99.7,,,,,✅ Complete (12/12),56.94,37.5,12/12,100.0,32.0,12.0,12/12,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,16,5238-6501,99.7%,100.0%,0,99.7,,,,,,,,,,75.0,96.4,0,1,3,0,16,❌ None
64,65,2,98.0532786885246,77,10079,8,Standard_Match,Step 1: Approximate,8,8,9,62,1,54,88.9%,12.9%,✅ Equal,71,16,55,77_Recombination events.csv|10079,10079,77_Recombination events.csv,7008,10000,['6'],1000,0.0002,0.02,0.1,5000,50,7036,9966,7036-9966,['6'],['9'],['10'],28.0,34.0,62.0,97.927807486631,2992.0,748.0,25.0,Exact Recombinant Match,,56.5855614973262,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,7008-10000,97.9%,100.0%,0,97.927807486631,,,,,,,,,,100.0,93.8,0,1,7,0,8,❌ None
65,66,3,96.89689689689688,100,9852,10,✅ Complete Match (1/1),Step 2: Best Match,8,7,10,66,2,59,80.0%,10.6%,❌ Diff: RDP=8 vs Santa=7,76,15,61,100_Recombination events.csv|9852,9852,100_Recombination events.csv,765,2316,['35'],1000,0.0002,0.02,0.1,5000,50,820,2324,820-2324,['35'],"['39', '6', '22', '4', '2', '40', '32', '41', '42', '30', '49', '31']","['47', '5', '20', '23', '25', '10', '24']",55.0,8.0,63.0,96.5,,,,,🎯 Perfect (1/1),56.3,100.0,1/1,100.0,1.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,10,765-2316,96.5%,100.0%,0,96.5,,,,,,,,,,100.0,93.7,0,1,3,0,1,❌ None
66,67,8,96.69007021063187,88,9727,9,Case_F_Start_Start,Step 1: Approximate,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44,88_Recombination events.csv|9727,9727,88_Recombination events.csv,111,10000,['9'],1000,0.0002,0.02,0.1,5000,50,108,9934,108-9934,['9'],"['2', '27', '5', '46']",['29'],3.0,66.0,69.0,99.3325917686318,111.0,27.8,25.0,Exact Recombinant Match,,56.86651835372636,,,,,,,70,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,111-10000,99.3%,100.0%,0,99.3325917686318,,,,,,,,,,100.0,93.1,0,1,8,0,9,❌ None
67,68,3,93.08617234468936,91,9836,1,✅ Complete Match (1/1),Step 2: Best Match,8,7,8,35,0,28,100.0%,20.0%,❌ Diff: RDP=8 vs Santa=7,43,15,28,91_Recombination events.csv|9836,9836,91_Recombination events.csv,6507,10000,['32'],1000,0.0002,0.02,0.1,5000,50,6508,9861,6508-9861,['32'],"['40', '31', '33']","['3', '9', '8']",1.0,139.0,140.0,96.0,,,,,🎯 Perfect (1/1),54.2,100.0,1/1,100.0,1.0,1.0,1/1,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,6507-10000,96.0%,100.0%,0,96.0,,,,,,,,,,100.0,86.0,0,1,3,0,1,❌ None
68,69,2,91.93479193479192,92,714,7,✅ Complete Match (1/1),Step 2: Best Match,7,7,10,34,3,27,70.0%,20.6%,✅ Equal,44,14,30,92_Recombination events.csv|714,714,92_Recombination events.csv,1464,2871,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,1460,2934,1460-2934,"['27', '17', '37', '42', '4', '33', '25', '36', '21', '28', '49', '18', '13', '39', '48', '50', '22', '40', '34', '19', '44']","['3', '26', '29', '24']","['38', '8', '23', '16', '11', '2', '35', '32', '14', '1', '46', '47', '5', '41', '30', '7', '9', '15', '43', '31']",4.0,63.0,67.0,100.0,,,,,✅ Complete (21/21),57.0,42.0,21/21,100.0,50.0,21.0,21/21,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,1464-2871,100.0%,100.0%,0,100.0,,,,,,,,,,90.47619047619048,93.3,0,1,3,0,7,❌ None
69,70,4,91.80526315789471,81,9267,2,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,9,46,2,39,77.8%,15.2%,✅ Equal,55,14,41,81_Recombination events.csv|9267,9267,81_Recombination events.csv,5724,10000,"['10', '13', '14', '17', '2', '22', '29', '3', '31', '34', '35', '36', '41', '42', '44', '46', '6', '7', '8']",1000,0.0002,0.02,0.1,5000,50,5726,9996,5726-9996,"['8', '2', '3', '17', '35', '6', '29', '14', '42', '46', '36', '41', '13', '10', '7', '22', '34', '44', '31']","['48', '50', '20', '23', '25', '40', '21', '37', '18', '24']","['30', '43', '16', '19']",2.0,4.0,6.0,99.9,,,,,✅ Complete (19/19),58.98,100.0,19/19,100.0,19.0,19.0,19/19,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5724-10000,99.9%,100.0%,0,99.9,,,,,,,,,,84.21052631578947,99.4,0,1,1,0,2,❌ None
70,71,4,89.65,95,9431,15,✅ Complete Match (1/1),Step 2: Best Match,9,9,15,50,6,41,60.0%,18.0%,✅ Equal,65,18,47,95_Recombination events.csv|9431,9431,95_Recombination events.csv,5415,5520,"['12', '13', '14', '15', '16', '21', '22', '23', '26', '28', '32', '35', '36', '37', '38', '41', '43', '48', '49', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,5422,5520,5422-5520,"['38', '26', '23', '16', '37', '35', '32', '14', '36', '21', '28', '41', '49', '13', '48', '9', '22', '15', '12', '43']","['2', '3', '27', '29', '1', '42', '46', '4', '33', '25', '18', '10', '24', '39', '20', '40', '19', '44', '31']","['7', '45', '11']",7.0,0.0,7.0,93.3,,,,,✅ Complete (20/20),57.66,90.9,20/20,100.0,22.0,20.0,20/20,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,15,5415-5520,93.3%,100.0%,0,93.3,,,,,,,,,,80.0,99.3,0,1,3,0,15,❌ None
71,72,4,89.36666666666667,99,5185,12,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,13,38,5,30,61.5%,21.1%,✅ Equal,51,16,35,99_Recombination events.csv|5185,5185,99_Recombination events.csv,5358,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,5322,9990,5322-9990,"['7', '38', '22', '15', '25', '36', '32', '41', '19', '44', '49', '31']","['35', '48', '29', '5', '8', '4', '16', '12', '2', '20', '21', '23', '28', '42', '46', '24']",['27'],36.0,10.0,46.0,99.8,,,,,✅ Complete (12/12),56.96,24.0,12/12,100.0,50.0,12.0,12/12,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,12,5358-10000,99.8%,100.0%,0,99.8,,,,,,,,,,83.33333333333334,95.4,0,1,2,0,12,❌ None
72,73,4,88.63863863863864,78,9610,4,✅ Complete Match (1/1),Step 2: Best Match,8,8,9,47,1,39,88.9%,17.0%,✅ Equal,56,16,40,78_Recombination events.csv|9610,9610,78_Recombination events.csv,7116,7707,"['11', '12', '14', '16', '2', '20', '23', '25', '26', '31', '34', '35', '36', '40', '42', '46', '47', '48', '7', '9']",1000,0.0002,0.02,0.1,5000,50,7121,7706,7121-7706,"['7', '48', '47', '26', '9', '23', '16', '11', '40', '2', '12', '25', '36', '34', '14', '42', '31', '35']","['20', '46']","['27', '45', '15']",5.0,1.0,6.0,99.0,,,,,✅ Complete (18/18),58.8,90.0,18/18,100.0,20.0,18.0,18/18,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,7116-7707,99.0%,100.0%,0,99.0,,,,,,,,,,77.77777777777779,99.4,0,1,3,0,4,❌ None
73,74,2,83.92675483214649,85,9327,1,Case_F_Start_Start,Step 1: Approximate,8,7,9,65,1,58,88.9%,10.8%,❌ Diff: RDP=8 vs Santa=7,74,15,59,85_Recombination events.csv|9327,9327,85_Recombination events.csv,8724,10000,['5'],1000,0.0002,0.02,0.1,5000,50,8722,9669,8722-9669,['5'],"['47', '50', '31', '41', '49', '18', '10', '35']","['7', '29', '8', '33', '25', '2', '34', '30', '24']",2.0,331.0,333.0,74.05956112852664,1276.0,319.0,25.0,Exact Recombinant Match,,49.81191222570533,,,,,,,50,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,8724-10000,74.1%,100.0%,0,74.05956112852664,,,,,,,,,,100.0,66.69999999999999,0,1,8,0,1,❌ None
74,75,3,83.33333333333333,82,9781,1,🎯 Perfect Match (1/1),Step 2: Best Match,4,4,4,32,0,28,100.0%,12.5%,✅ Equal,36,8,28,82_Recombination events.csv|9781,9781,82_Recombination events.csv,6420,7608,"['12', '18', '19', '35', '38', '39', '41', '47', '48', '5', '6', '7']",1000,0.0002,0.02,0.1,5000,50,6422,7608,6422-7608,"['39', '7', '6', '38', '47', '48', '5', '12', '41', '19', '18', '35']","['26', '8', '16', '11', '27', '17', '37', '29', '14', '1', '42', '46', '4', '33', '25', '21', '30', '49', '13', '10', '9', '22', '15', '34', '44', '31']","['23', '40', '32', '28', '43']",2.0,0.0,2.0,99.8,,,,,✅ Complete (12/12),58.96,100.0,12/12,100.0,12.0,12.0,12/12,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,6420-7608,99.8%,100.0%,0,99.8,,,,,,,,,,66.66666666666666,99.8,0,1,1,0,1,❌ None
75,76,4,83.33333333333333,93,9920,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,6,54,0,48,100.0%,11.1%,✅ Equal,60,12,48,93_Recombination events.csv|9920,9920,93_Recombination events.csv,3150,4026,"['11', '16', '20', '23', '24', '43', '49', '8', '9']",1000,0.0002,0.02,0.1,5000,50,3149,4027,3149-4027,"['9', '8', '20', '16', '11', '23', '43', '49', '24']",['48'],"['7', '15']",1.0,1.0,2.0,100.0,,,,,✅ Complete (9/9),59.0,100.0,9/9,100.0,9.0,9.0,9/9,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,3150-4026,100.0%,100.0%,0,100.0,,,,,,,,,,66.66666666666666,99.8,0,1,2,0,4,❌ None
76,77,2,83.13333333333333,96,9678,4,⭐ Excellent Match (1/1),Step 2: Best Match,19,17,22,60,3,43,86.4%,28.3%,❌ Diff: RDP=19 vs Santa=17,82,36,46,96_Recombination events.csv|9678,9678,96_Recombination events.csv,8484,10000,"['1', '10', '19', '22', '3', '38', '39', '50']",1000,0.0002,0.02,0.1,5000,50,8482,9998,8482-9998,"['39', '38', '50', '22', '19', '3', '1', '10']","['12', '18', '25', '35']","['5', '2', '36', '34', '46', '17', '37', '31', '24']",2.0,2.0,4.0,99.9,,,,,✅ Complete (8/8),58.98,100.0,8/8,100.0,8.0,8.0,8/8,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,8484-10000,99.9%,100.0%,0,99.9,,,,,,,,,,50.0,99.6,0,1,2,0,4,❌ None
