Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
251,252,9,50.0,55,9658,1,🎯 Perfect Match (1/1),Step 2: Best Match,10,10,11,59,1,49,90.9%,16.9%,✅ Equal,70,20,50,55_Recombination events.csv|9658,9658,55_Recombination events.csv,126,3204,"['17', '25', '7']",1000,0.0001,0.02,0.1,5000,50,126.0,3208.0,126-3208,"['7', '17', '25']","['5', '35', '9', '14']",['41'],0.0,4.0,4.0,100.0,,,,,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,126-3204,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,99.6,0,1,1,0,1,❌ None
252,253,5,50.0,47,9922,9,Case_A_End_End,Step 1: Approximate,10,9,11,33,1,24,90.9%,27.3%,❌ Diff: RDP=10 vs Santa=9,44,19,25,47_Recombination events.csv|9922,9922,47_Recombination events.csv,1986,9438,"['32', '37']",1000,0.0001,0.02,0.1,5000,50,9442.0,9969.0,9442-9969,"['32', '37']",['12'],['48'],7456.0,531.0,7987.0,0.0,2548.0,637.0,25.0,Exact Recombinant Match,,33.0,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,1986-9438,,100.0%,0,0.0,,,,,,,,,,100.0,0.0,0,1,8,0,9,❌ None
253,254,4,50.0,54,9050,7,Case_A_End_End,Step 1: Approximate,6,6,11,71,5,65,54.5%,8.5%,✅ Equal,82,12,70,54_Recombination events.csv|9050,9050,54_Recombination events.csv,5979,10000,['44'],1000,0.0001,0.02,0.1,5000,50,1988.0,9542.0,1988-9542,['44'],"['37', '17', '27', '32', '36', '9', '8', '3', '12', '22', '50', '20', '48', '23', '16']","['7', '49', '34', '33', '2', '42', '41', '21', '29', '45', '25', '46', '30', '40', '5', '19', '26', '1', '13', '24', '4', '18', '35', '14', '15', '39']",3991.0,458.0,4449.0,88.60979855757274,4021.0,1005.2,25.0,Exact Recombinant Match,,50.72195971151455,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,5979-10000,88.6%,100.0%,0,88.60979855757274,,,,,,,,,,100.0,0.0,0,1,8,0,7,❌ None
254,255,12,50.0,48,7866,18,Case_A_End_End,Step 1: Approximate,14,14,18,73,4,59,77.8%,19.2%,✅ Equal,91,28,63,48_Recombination events.csv|7866,7866,48_Recombination events.csv,4506,8529,['37'],1000,0.0001,0.02,0.1,5000,50,6782.0,8152.0,6782-8152,['37'],['48'],['1'],2276.0,377.0,2653.0,34.054188416604525,4023.0,1005.8,25.0,Exact Recombinant Match,,39.810837683320905,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,18,4506-8529,34.1%,100.0%,0,34.054188416604525,,,,,,,,,,100.0,0.0,0,1,8,0,18,❌ None
255,256,8,50.0,50,10104,1,Case_A_End_End,Step 1: Approximate,9,8,13,42,4,34,69.2%,19.0%,❌ Diff: RDP=9 vs Santa=8,55,17,38,50_Recombination events.csv|10104,10104,50_Recombination events.csv,2364,6657,['38'],1000,0.0001,0.02,0.1,5000,50,4112.0,6776.0,4112-6776,['38'],"['5', '19', '17', '32', '47', '4']","['18', '49', '37', '26', '25', '46', '13']",1748.0,119.0,1867.0,59.28255299324482,4293.0,1073.2,25.0,Exact Recombinant Match,,44.85651059864897,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2364-6657,59.3%,100.0%,0,59.28255299324482,,,,,,,,,,100.0,0.0,0,1,8,0,1,❌ None
256,257,14,50.0,48,9569,16,Case_E_Start_End,Step 1: Approximate,14,14,18,73,4,59,77.8%,19.2%,✅ Equal,91,28,63,48_Recombination events.csv|9569,9569,48_Recombination events.csv,8706,10000,"['12', '40']",1000,0.0001,0.02,0.1,5000,50,64.0,8816.0,64-8816,"['12', '40']","['49', '9', '8', '30', '20', '48']","['7', '11', '38', '46', '47', '22', '39', '16']",8642.0,1184.0,9826.0,8.500772797527048,1294.0,323.5,25.0,Exact Recombinant Match,,34.70015455950541,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,16,8706-10000,8.5%,100.0%,0,8.500772797527048,,,,,,,,,,100.0,0.0,0,1,8,0,16,❌ None
257,258,13,50.0,48,7882,14,Case_A_End_End,Step 1: Approximate,14,14,18,73,4,59,77.8%,19.2%,✅ Equal,91,28,63,48_Recombination events.csv|7882,7882,48_Recombination events.csv,5724,10000,['37'],1000,0.0001,0.02,0.1,5000,50,8889.0,9189.0,8889-9189,['37'],"['19', '45', '17', '26', '36', '33', '28']","['7', '49', '34', '11', '9', '12', '22', '42', '46', '8', '30', '50', '40', '13', '16', '43', '18', '47', '38', '39', '20', '48']",3165.0,811.0,3976.0,7.015902712815715,4276.0,1069.0,25.0,Exact Recombinant Match,,34.40318054256314,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,14,5724-10000,7.0%,100.0%,0,7.015902712815715,,,,,,,,,,100.0,0.0,0,1,8,0,14,❌ None
258,259,4,50.0,51,9972,5,Case_F_Start_Start,Step 1: Approximate,8,7,10,58,2,51,80.0%,12.1%,❌ Diff: RDP=8 vs Santa=7,68,15,53,51_Recombination events.csv|9972,9972,51_Recombination events.csv,3402,8682,['31'],1000,0.0001,0.02,0.1,5000,50,3211.0,9999.0,3211-9999,['31'],"['30', '14']","['18', '47', '23']",191.0,1317.0,1508.0,100.0,4720.0,1180.0,25.0,Exact Recombinant Match,,53.0,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,3402-8682,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,0.0,0,1,8,0,5,❌ None
259,260,4,49.94929006085193,56,9877,3,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,11,54,5,48,54.5%,11.1%,✅ Equal,65,12,53,56_Recombination events.csv|9877,9877,56_Recombination events.csv,1503,10000,"['10', '14', '50']",1000,0.0001,0.02,0.1,5000,50,1492.0,9996.0,1492-9996,['10'],"['17', '27', '41']","['5', '21', '29', '44', '11', '47', '42', '3', '30', '39', '20', '40', '4']",11.0,4.0,15.0,100.0,,,,,🎯 Perfect (1/1),57.0,33.3,1/1,100.0,3.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1503-10000,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,98.5,0,1,2,0,3,❌ None
260,261,4,49.8997995991984,86,9494,4,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,16,45,11,40,31.2%,11.1%,✅ Equal,61,10,51,86_Recombination events.csv|9494,9494,86_Recombination events.csv,3828,10000,"['3', '8']",1000,0.0001,0.02,0.1,5000,50,3828.0,9996.0,3828-9996,"['8', '3']","['41', '19', '11', '24', '4']","['43', '35', '45', '47', '46', '10', '30', '31', '20', '23']",0.0,4.0,4.0,99.9,,,,,✅ Complete (2/2),58.98,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,3828-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0.0,99.6,0,1,1,0,4,❌ None
261,262,12,49.89969909729187,77,9838,8,✅ Complete Match (1/1),Step 2: Best Match,12,12,17,49,5,37,70.6%,24.5%,✅ Equal,66,24,42,77_Recombination events.csv|9838,9838,77_Recombination events.csv,9564,10000,"['16', '49']",1000,0.0001,0.02,0.1,5000,50,9566.0,9997.0,9566-9997,"['49', '16']",['6'],"['40', '34', '26', '27', '14', '8', '33', '30', '39', '50', '48', '23']",2.0,3.0,5.0,98.9,,,,,✅ Complete (2/2),58.78,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,9564-10000,98.9%,100.0%,0,98.9,,,,,,,,,,0.0,99.5,0,1,3,0,8,❌ None
262,263,9,49.84984984984984,50,10013,3,🎯 Perfect Match (1/1),Step 2: Best Match,9,8,13,42,4,34,69.2%,19.0%,❌ Diff: RDP=9 vs Santa=8,55,17,38,50_Recombination events.csv|10013,10013,50_Recombination events.csv,423,3288,"['2', '27']",1000,0.0001,0.02,0.1,5000,50,423.0,3292.0,423-3292,"['27', '2']","['7', '35', '40', '1', '3', '22', '28', '23', '42']",['14'],0.0,4.0,4.0,100.0,,,,,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,423-3288,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,99.6,0,1,1,0,3,❌ None
263,264,6,49.8496993987976,66,9604,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,6,42,0,36,100.0%,14.3%,✅ Equal,48,12,36,66_Recombination events.csv|9604,9604,66_Recombination events.csv,4821,5463,"['21', '42', '43']",1000,0.0001,0.02,0.1,5000,50,4818.0,5461.0,4818-5461,"['43', '21', '42']","['45', '37', '9', '44']","['35', '34', '13', '15', '10', '48', '23']",3.0,2.0,5.0,99.7,,,,,✅ Complete (3/3),58.94,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,4821-5463,99.7%,100.0%,0,99.7,,,,,,,,,,0.0,99.5,0,1,2,0,4,❌ None
264,265,6,49.84924623115578,81,9597,2,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,10,32,3,25,70.0%,21.9%,✅ Equal,42,14,28,81_Recombination events.csv|9597,9597,81_Recombination events.csv,5805,8010,"['13', '26', '47']",1000,0.0001,0.02,0.1,5000,50,5805.0,8002.0,5805-8002,['47'],"['32', '50', '22', '40']","['29', '17', '39', '20', '23', '16']",0.0,8.0,8.0,99.6,,,,,🎯 Perfect (1/1),58.92,33.3,1/1,100.0,3.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5805-8010,99.6%,100.0%,0,99.6,,,,,,,,,,0.0,99.2,0,1,2,0,2,❌ None
265,266,5,49.84909456740442,41,10010,4,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,42,0,37,100.0%,11.9%,✅ Equal,47,10,37,41_Recombination events.csv|10010,10010,41_Recombination events.csv,1065,10000,"['19', '27']",1000,0.0001,0.02,0.1,5000,50,1061.0,9995.0,1061-9995,"['27', '19']","['40', '8', '30', '23']",['44'],4.0,5.0,9.0,99.9,,,,,✅ Complete (2/2),58.98,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,1065-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0.0,99.1,0,1,2,0,4,❌ None
266,267,4,49.797775530839225,69,9706,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,29,0,25,100.0%,13.8%,✅ Equal,33,8,25,69_Recombination events.csv|9706,9706,69_Recombination events.csv,2967,10000,"['2', '28', '42', '47']",1000,0.0001,0.02,0.1,5000,50,2974.0,9992.0,2974-9992,"['28', '47', '2', '42']","['21', '12']","['19', '26', '32', '9', '3', '40']",7.0,8.0,15.0,99.8,,,,,✅ Complete (4/4),58.96,100.0,4/4,100.0,4.0,4.0,4/4,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2967-10000,99.8%,100.0%,0,99.8,,,,,,,,,,0.0,98.5,0,1,2,0,1,❌ None
267,268,7,49.75,43,9434,4,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,7,7,11,30,4,23,63.6%,23.3%,✅ Equal,41,14,27,43_Recombination events.csv|9434,9434,43_Recombination events.csv,8055,9102,"['1', '11', '12', '14', '16', '2', '20', '23', '25', '26', '27', '29', '3', '32', '35', '37', '39', '40', '41', '43', '45', '46', '47', '48', '5', '50', '6', '7', '9']",1000,0.0001,0.02,0.1,5000,50,8058.0,9100.0,8058-9100,"['17', '22', '44']","['7', '37', '11', '9', '6', '12', '2', '41', '29', '45', '25', '46', '50', '23', '40', '5', '26', '1', '16', '43', '35', '27', '32', '47', '14', '3', '39', '20', '48']","['18', '21', '15', '8', '33', '24']",,,,,1047.0,261.8,25.0,,,5.0,,,,29.0,,,50,,,,,,,80.0,,,,,0.0,,,,1.0,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,4.0,4.0,,,,,4,8055-9102,,,0,0.0,43_Recombination events.csv,Minor_Exact_Match,"['7', '37', '11', '9', '6', '12', '2', '41', '29', '45', '25', '46', '50', '23', '40', '5', '26', '1', '16', '43', '35', '27', '32', '47', '14', '3', '39', '20', '48']","Start_Start, End_End",2.0,2.5,5.0,,,0.0,99.5,0,4,1,0,4,❌ None
268,269,5,49.74924774322969,46,9865,10,✅ Complete Match (1/1),Step 2: Best Match,11,10,11,60,0,50,100.0%,16.7%,❌ Diff: RDP=11 vs Santa=10,71,21,50,46_Recombination events.csv|9865,9865,46_Recombination events.csv,9420,10000,"['30', '40', '6']",1000,0.0001,0.02,0.1,5000,50,9418.0,9994.0,9418-9994,"['6', '30', '40']","['45', '22', '16']","['41', '21', '35', '37', '1', '25', '15', '48', '8', '3', '28', '24', '23', '42']",2.0,6.0,8.0,99.0,,,,,✅ Complete (3/3),58.8,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,10,9420-10000,99.0%,100.0%,0,99.0,,,,,,,,,,0.0,99.2,0,1,3,0,1,❌ None
269,270,8,49.74747474747475,82,9768,9,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,12,31,4,23,66.7%,25.8%,✅ Equal,43,16,27,82_Recombination events.csv|9768,9768,82_Recombination events.csv,1104,2658,"['40', '8']",1000,0.0001,0.02,0.1,5000,50,1097.0,2666.0,1097-2666,"['8', '40']","['29', '41', '2', '16']",['3'],7.0,8.0,15.0,100.0,,,,,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,1104-2658,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,98.5,0,1,2,0,9,❌ None
270,271,7,49.74645030425964,47,9904,3,⭐ Excellent Match (1/1),Step 2: Best Match,10,9,11,33,1,24,90.9%,27.3%,❌ Diff: RDP=10 vs Santa=9,44,19,25,47_Recombination events.csv|9904,9904,47_Recombination events.csv,6219,8322,"['19', '20']",1000,0.0001,0.02,0.1,5000,50,6210.0,8312.0,6210-8312,"['20', '19']","['5', '32', '37']","['34', '30', '11']",9.0,10.0,19.0,99.5,,,,,✅ Complete (2/2),58.900000000000006,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,6219-8322,99.5%,100.0%,0,99.5,,,,,,,,,,0.0,98.1,0,1,2,0,3,❌ None
271,272,7,49.64894684052156,71,9805,1,⭐ Excellent Match (1/1),Step 2: Best Match,9,9,9,25,0,16,100.0%,36.0%,✅ Equal,34,18,16,71_Recombination events.csv|9805,9805,71_Recombination events.csv,7530,10000,"['31', '50']",1000,0.0001,0.02,0.1,5000,50,7538.0,9998.0,7538-9998,"['50', '31']",['3'],"['11', '49']",8.0,2.0,10.0,99.6,,,,,✅ Complete (2/2),58.92,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,7530-10000,99.6%,100.0%,0,99.6,,,,,,,,,,0.0,99.0,0,1,2,0,1,❌ None
272,273,10,49.64859437751005,55,9751,2,⭐ Excellent Match (1/1),Step 2: Best Match,10,10,11,59,1,49,90.9%,16.9%,✅ Equal,70,20,50,55_Recombination events.csv|9751,9751,55_Recombination events.csv,5922,10000,"['2', '37', '46']",1000,0.0001,0.02,0.1,5000,50,5923.0,9990.0,5923-9990,"['46', '2', '37']","['5', '35', '9', '14']","['10', '6', '23']",1.0,10.0,11.0,99.7,,,,,✅ Complete (3/3),58.94,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5922-10000,99.7%,100.0%,0,99.7,,,,,,,,,,0.0,98.9,0,1,2,0,2,❌ None
273,274,4,49.44889779559119,57,8958,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,6,39,1,34,83.3%,12.8%,✅ Equal,45,10,35,57_Recombination events.csv|8958,8958,57_Recombination events.csv,8208,9135,"['16', '29', '36', '4']",1000,0.0001,0.02,0.1,5000,50,8200.0,9140.0,8200-9140,['29'],"['49', '37', '12', '22', '2', '45', '25', '8', '50', '1', '10', '28', '18', '27', '47', '38', '39', '20', '48']","['34', '17', '11', '9', '6', '33', '42', '41', '21', '46', '30', '40', '5', '19', '13', '24', '43', '35', '32', '31']",8.0,5.0,13.0,100.0,,,,,🎯 Perfect (1/1),59.0,25.0,1/1,100.0,4.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,8208-9135,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,98.7,0,1,3,0,5,❌ None
274,275,7,49.447236180904525,81,9797,6,✅ Complete Match (1/1),Step 2: Best Match,7,7,10,32,3,25,70.0%,21.9%,✅ Equal,42,14,28,81_Recombination events.csv|9797,9797,81_Recombination events.csv,9324,10000,"['33', '4', '45']",1000,0.0001,0.02,0.1,5000,50,9316.0,9992.0,9316-9992,"['45', '33', '4']",['47'],"['19', '35', '37', '34', '1', '9', '11', '14', '15', '10', '8', '3', '31', '38', '46', '28', '24']",8.0,8.0,16.0,98.8,,,,,✅ Complete (3/3),58.760000000000005,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,9324-10000,98.8%,100.0%,0,98.8,,,,,,,,,,0.0,98.4,0,1,3,0,6,❌ None
275,276,8,49.3993993993994,52,9783,6,⭐ Excellent Match (1/1),Step 2: Best Match,10,10,11,48,1,38,90.9%,20.8%,✅ Equal,59,20,39,52_Recombination events.csv|9783,9783,52_Recombination events.csv,1596,8151,"['24', '28', '42', '49']",1000,0.0001,0.02,0.1,5000,50,1608.0,8152.0,1608-8152,"['28', '24', '49', '42']","['7', '37', '36', '6', '22']","['33', '23']",12.0,1.0,13.0,99.8,,,,,✅ Complete (4/4),56.96,100.0,4/4,100.0,4.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,1596-8151,99.8%,100.0%,0,99.8,,,,,,,,,,0.0,98.7,0,1,2,0,6,❌ None
276,277,9,49.249249249249246,52,10023,3,⭐ Excellent Match (1/1),Step 2: Best Match,10,10,11,48,1,38,90.9%,20.8%,✅ Equal,59,20,39,52_Recombination events.csv|10023,10023,52_Recombination events.csv,5568,10000,"['32', '48']",1000,0.0001,0.02,0.1,5000,50,5562.0,9990.0,5562-9990,['32'],['18'],"['11', '46', '15', '50', '39']",6.0,10.0,16.0,99.8,,,,,🎯 Perfect (1/1),58.96,50.0,1/1,100.0,2.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,5568-10000,99.8%,100.0%,0,99.8,,,,,,,,,,0.0,98.4,0,1,2,0,3,❌ None
277,278,9,49.24849699398798,72,9958,8,✅ Complete Match (1/1),Step 2: Best Match,9,9,9,28,0,19,100.0%,32.1%,✅ Equal,37,18,19,72_Recombination events.csv|9958,9958,72_Recombination events.csv,4722,5151,"['47', '48']",1000,0.0001,0.02,0.1,5000,50,4726.0,5138.0,4726-5138,"['48', '47']","['7', '49', '45', '17', '1', '46']","['28', '5', '4']",4.0,13.0,17.0,96.0,,,,,✅ Complete (2/2),56.2,100.0,2/2,100.0,2.0,2.0,2/2,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,4722-5151,96.0%,100.0%,0,96.0,,,,,,,,,,0.0,98.3,0,1,3,0,8,❌ None
278,279,5,49.2393509127789,56,9710,2,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,11,54,5,48,54.5%,11.1%,✅ Equal,65,12,53,56_Recombination events.csv|9710,9710,56_Recombination events.csv,4326,8511,"['4', '40']",1000,0.0001,0.02,0.1,5000,50,4332.0,8488.0,4332-8488,"['40', '4']","['35', '34', '9', '12', '28']",['47'],6.0,23.0,29.0,99.3,,,,,✅ Complete (2/2),56.86,100.0,2/2,100.0,2.0,2.0,2/2,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,4326-8511,99.3%,100.0%,0,99.3,,,,,,,,,,0.0,97.1,0,1,2,0,2,❌ None
279,280,4,49.09547738693468,100,9904,6,✅ Complete Match (1/1),Step 2: Best Match,6,6,8,47,2,41,75.0%,12.8%,✅ Equal,55,12,43,100_Recombination events.csv|9904,9904,100_Recombination events.csv,8106,8385,"['10', '34', '6']",1000,0.0001,0.02,0.1,5000,50,8120.0,8394.0,8120-8394,"['34', '6', '10']","['7', '49', '37', '42', '41', '25', '8', '30', '40', '26', '1', '13', '28', '24', '16', '4', '18', '36', '47', '38', '3', '31', '39']",['48'],14.0,9.0,23.0,95.0,,,,,✅ Complete (3/3),56.0,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,8106-8385,95.0%,100.0%,0,95.0,,,,,,,,,,0.0,97.7,0,1,3,0,6,❌ None
280,281,7,49.04809619238477,64,9885,9,✅ Complete Match (1/1),Step 2: Best Match,10,9,11,41,1,32,90.9%,22.0%,❌ Diff: RDP=10 vs Santa=9,52,19,33,64_Recombination events.csv|9885,9885,64_Recombination events.csv,843,10000,"['40', '49']",1000,0.0001,0.02,0.1,5000,50,844.0,9980.0,844-9980,"['49', '40']",['25'],['10'],1.0,20.0,21.0,99.8,,,,,✅ Complete (2/2),56.96,100.0,2/2,100.0,2.0,2.0,2/2,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,843-10000,99.8%,100.0%,0,99.8,,,,,,,,,,0.0,97.9,0,1,3,0,9,❌ None
281,282,4,48.99598393574297,53,9383,6,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,39,0,33,100.0%,15.4%,✅ Equal,45,12,33,53_Recombination events.csv|9383,9383,53_Recombination events.csv,8568,10000,"['11', '48']",1000,0.0001,0.02,0.1,5000,50,8568.0,9976.0,8568-9976,['48'],"['19', '9']","['7', '41', '21', '43', '44', '45', '13', '3', '12', '30', '31', '33', '28', '24', '4']",0.0,24.0,24.0,98.3,,,,,🎯 Perfect (1/1),56.66,50.0,1/1,100.0,2.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,8568-10000,98.3%,100.0%,0,98.3,,,,,,,,,,0.0,97.6,0,1,3,0,6,❌ None
282,283,5,48.793969849246224,100,9654,1,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,8,47,2,41,75.0%,12.8%,✅ Equal,55,12,43,100_Recombination events.csv|9654,9654,100_Recombination events.csv,6585,10000,"['10', '34', '48', '6']",1000,0.0001,0.02,0.1,5000,50,6590.0,9976.0,6590-9976,"['48', '6', '10', '34']","['5', '35', '17', '46', '22', '23']","['25', '1', '38', '3', '42']",5.0,24.0,29.0,99.2,,,,,✅ Complete (4/4),56.84,100.0,4/4,100.0,4.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,6585-10000,99.2%,100.0%,0,99.2,,,,,,,,,,0.0,97.1,0,1,2,0,1,❌ None
283,284,4,48.59578736208626,42,9748,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,44,1,40,80.0%,9.1%,✅ Equal,49,8,41,42_Recombination events.csv|9748,9748,42_Recombination events.csv,6567,10000,"['2', '8']",1000,0.0001,0.02,0.1,5000,50,6561.0,9975.0,6561-9975,"['8', '2']","['15', '17', '22', '16']","['21', '43', '37', '45', '34', '25', '14', '10', '31', '23']",6.0,25.0,31.0,99.3,,,,,✅ Complete (2/2),56.86,100.0,2/2,100.0,2.0,2.0,2/2,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,6567-10000,99.3%,100.0%,0,99.3,,,,,,,,,,0.0,96.9,0,1,2,0,2,❌ None
284,285,5,47.99599198396793,80,9407,6,✅ Complete Match (1/1),Step 2: Best Match,7,7,12,37,5,30,58.3%,18.9%,✅ Equal,49,14,35,80_Recombination events.csv|9407,9407,80_Recombination events.csv,8076,10000,"['29', '38', '46']",1000,0.0001,0.02,0.1,5000,50,8112.0,9994.0,8112-9994,"['38', '46', '29']","['18', '43', '17', '11', '25', '14', '15', '47', '6', '39', '24', '16']","['32', '12', '49']",36.0,6.0,42.0,97.8,,,,,✅ Complete (3/3),56.56,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,8076-10000,97.8%,100.0%,0,97.8,,,,,,,,,,0.0,95.8,0,1,3,0,6,❌ None
