,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Reaches_Start,Reaches_End,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
460,155,156,9,2.674066599394557,72,10033,8,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,9,9,9,50,0,41,100.0%,18.0%,✅ Equal,59,18,41,72_Recombination events.csv|10033,10033,72_Recombination events.csv,6537,10000,"['24', '31', '40', '44', '46']",1000,0.000025,0.02,0.1,5000,50,6399,9191,6399-9191,"['18', '41', '9', '4']","['31', '40', '24', '46', '44']","['34', '19', '38', '28']",,,,,3463,865.8,25,,,5,,,,5,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,8,8,,,8,6537-10000,,,0,0,72_Recombination events.csv,Minor_Exact_Match,"['31', '40', '24', '46', '44']","Start_Start, End_End",2,473.5,947,,,0,5.300000000000011,0,4,1,0,8,❌ None
461,156,157,4,0,54,8490,"2, 3",Chain (2 RDPs),Step 7: Parent-Child Chain,4,5,6,49,2,44,66.7%,10.2%,❌ Diff: RDP=4 vs Santa=5,55,9,46,54_Recombination events.csv|8490,8490,54_Recombination events.csv,3213,4716,"['1', '10', '11', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '29', '3', '30', '31', '32', '34', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '5', '50', '6', '7', '8']",1000,0.000025,0.02,0.1,5000,50,4556,7372,4556-5971 | 6251-7372,"['12', '35', '49', '9', '33'] | ['28']","['31', '47', '36', '30', '43', '14', '21', '4', '23', '27', '46', '11', '44', '25', '10', '24', '6', '13', '17', '32', '22', '3', '41', '15', '38', '50', '18', '20', '16', '26', '2', '19', '34', '48', '7', '8', '37', '39', '40', '5', '1', '29', '45', '42'] | ['31', '47', '36', '30', '43', '14', '21', '4', '23', '27', '46', '11', '44', '25', '10', '24', '6', '13', '17', '32', '22', '3', '41', '15', '38', '50', '18', '20', '16', '26', '2', '19', '34', '48', '7', '8', '37', '39', '40', '5', '1', '29', '45', '42']","['28'] | ['12', '35', '49', '9', '33']",,,,,1503,375.8,25,,,5.5,,,,44,,,50,,,,,,,100,,,,,0,,,,2,,,,,,,,,,,,⚠️ Parent-Child Chain,✅ Chain-2,3,2,,,"2, 3",3213-4716,,,0,0,54_Recombination events.csv,Minor_Exact_Match,2 RDPs,Chain-2,2,80,160,,,0,0,5,4,6,0,"3,2",❌ None
462,159,160,10,0,57,10053,4,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,11,10,13,66,2,56,84.6%,15.2%,❌ Diff: RDP=11 vs Santa=10,79,21,58,57_Recombination events.csv|10053,10053,57_Recombination events.csv,7560,10000,['13'],1000,0.000025,0.02,0.1,5000,50,19,7580,19-7580,['28'],['13'],"['43', '39']",,,,,2440,610,25,,,5,,,,1,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,4,4,,,4,7560-10000,,,0,0,57_Recombination events.csv,Minor_Exact_Match,['13'],"Start_End, End_Start",2,19.5,39,,,0,0,0,4,1,0,4,❌ None
463,160,161,9,0,56,9816,3,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,9,9,12,69,3,60,75.0%,13.0%,✅ Equal,81,18,63,56_Recombination events.csv|9816,9816,56_Recombination events.csv,4698,10000,['7'],1000,0.000025,0.02,0.1,5000,50,4,1093,4-1093,['39'],['7'],"['47', '30', '48', '14', '23', '24', '5', '17', '32', '27', '11']",,,,,4698,1174.5,25,,,5,,,,1,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,3,3,,,3,4698-10000,,,0,0,56_Recombination events.csv,Minor_Exact_Match,['7'],"End_Start, End_End",2,548.5,1097,,,0,0,0,4,1,0,3,❌ None
464,161,162,8,0,75,9936,5,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,9,9,15,60,6,51,60.0%,15.0%,✅ Equal,75,18,57,75_Recombination events.csv|9936,9936,75_Recombination events.csv,5181,10000,['45'],1000,0.000025,0.02,0.1,5000,50,694,9974,694-9974,"['48', '4']",['45'],"['20', '3']",,,,,4819,1204.8,25,,,5,,,,1,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,5,5,,,5,5181-10000,,,0,0,75_Recombination events.csv,Minor_Exact_Match,['45'],"End_Start, End_End",2,360,720,,,0,0,0,4,1,0,5,❌ None
465,162,163,9,0,75,9706,2,Case_B_End_Ini,Step 1: Approximate,9,9,15,60,6,51,60.0%,15.0%,✅ Equal,75,18,57,75_Recombination events.csv|9706,9706,75_Recombination events.csv,687,5454,"['4', '48']",1000,0.000025,0.02,0.1,5000,50,5442,8716,5442-8716,"['48', '4']",['25'],"['20', '3']",4755,3262,8017,0.2517306482064191,4767,1191.8,25,Exact Recombinant Match,,3.050346129641284,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,687-5454,0.3%,,0,0.2517306482064191,,,,,,,,,,0,0,0,1,8,0,2,❌ None
466,0,1,1,100,100,10056,3,✅ Complete Match (1/1),Step 2: Best Match,8,8,11,62,3,54,72.7%,12.9%,✅ Equal,73,16,57,100_Recombination events.csv|10056,10056,100_Recombination events.csv,4035,4743,['35'],1000,0.000025,0.02,0.1,5000,50,4027,4738,4027-4738,['35'],['39'],['17'],8,5,13,99.3,,,,,🎯 Perfect (1/1),58.86,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,4035-4743,99.3%,100.0%,0,99.3,,,,,,,,,,100,98.7,0,1,3,0,3,❌ None
467,1,2,1,100,76,10152,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,6,35,2,31,66.7%,11.4%,✅ Equal,41,8,33,76_Recombination events.csv|10152,10152,76_Recombination events.csv,7704,10000,['30'],1000,0.000025,0.02,0.1,5000,50,7703,9990,7703-9990,['30'],"['23', '13', '14']","['44', '1', '18', '4']",1,10,11,99.6,,,,,🎯 Perfect (1/1),58.92,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7704-10000,99.6%,100.0%,0,99.6,,,,,,,,,,100,98.9,0,1,2,0,2,❌ None
468,2,3,1,100,77,9397,8,Standard_Match,Step 1: Approximate,5,5,10,48,5,43,50.0%,10.4%,✅ Equal,58,10,48,77_Recombination events.csv|9397,9397,77_Recombination events.csv,1710,2295,['37'],1000,0.000025,0.02,0.1,5000,50,1710,2290,1710-2290,['37'],"['30', '45', '35', '41', '49', '23', '6', '13', '20', '22', '26', '25']","['34', '19', '47', '48', '28', '43', '7', '14', '4', '32', '38', '9', '18', '11']",0,5,5,99.14529914529916,585,146.2,25,Exact Recombinant Match,,58.82905982905983,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,1710-2295,99.1%,100.0%,0,99.14529914529916,,,,,,,,,,100,99.5,0,1,7,0,8,❌ None
469,3,4,1,100,99,9627,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,70,1,66,80.0%,5.7%,✅ Equal,75,8,67,99_Recombination events.csv|9627,9627,99_Recombination events.csv,5436,10000,"['17', '38', '46', '6', '7']",1000,0.000025,0.02,0.1,5000,50,5428,9995,5428-9995,"['7', '6', '38', '17', '46']","['31', '36', '45', '14', '49', '21', '40', '39', '23', '41', '27', '16', '22', '25']","['20', '34', '10', '4']",8,5,13,99.9,,,,,✅ Complete (5/5),58.98,100,5/5,100,5,5,5/5,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5436-10000,99.9%,100.0%,0,99.9,,,,,,,,,,40,98.7,0,1,2,0,1,❌ None
470,4,5,1,100,98,9038,6,⭐ Excellent Match (1/1),Step 2: Best Match,7,6,7,49,0,43,100.0%,12.2%,❌ Diff: RDP=7 vs Santa=6,56,13,43,98_Recombination events.csv|9038,9038,98_Recombination events.csv,5733,7956,['6'],1000,0.000025,0.02,0.1,5000,50,5734,7960,5734-7960,['6'],"['31', '47', '36', '30', '43', '21', '23', '27', '46', '44', '25', '12', '28', '24', '32', '17', '22', '41', '15', '50', '16', '33', '26', '2', '19', '48', '8', '37', '39', '40', '5', '1', '9', '29', '45', '42']","['35', '18', '4']",1,4,5,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5733-7956,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,2,0,6,❌ None
471,5,6,1,100,97,9801,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,35,0,33,100.0%,5.7%,✅ Equal,37,4,33,97_Recombination events.csv|9801,9801,97_Recombination events.csv,318,2808,['38'],1000,0.000025,0.02,0.1,5000,50,344,2816,344-2816,['38'],['19'],"['48', '32', '9', '42', '25']",26,8,34,99,,,,,🎯 Perfect (1/1),56.8,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,318-2808,99.0%,100.0%,0,99,,,,,,,,,,100,96.6,0,1,3,0,1,❌ None
472,6,7,1,100,96,9633,7,✅ Complete Match (1/1),Step 2: Best Match,10,10,11,52,1,42,90.9%,19.2%,✅ Equal,63,20,43,96_Recombination events.csv|9633,9633,96_Recombination events.csv,255,10000,"['2', '48']",1000,0.000025,0.02,0.1,5000,50,266,9987,266-9987,"['2', '48']","['45', '40', '4']","['3', '49', '6', '13', '9', '27', '20']",11,13,24,99.8,,,,,✅ Complete (2/2),56.96,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,255-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,97.6,0,1,3,0,7,❌ None
473,7,8,1,100,94,9833,2,⭐ Excellent Match (1/1),Step 2: Best Match,7,6,9,54,2,48,77.8%,11.1%,❌ Diff: RDP=7 vs Santa=6,63,13,50,94_Recombination events.csv|9833,9833,94_Recombination events.csv,3174,8790,['15'],1000,0.000025,0.02,0.1,5000,50,3182,8793,3182-8793,['15'],"['33', '37']","['20', '43', '47', '36']",8,3,11,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3174-8790,99.9%,100.0%,0,99.9,,,,,,,,,,100,98.9,0,1,2,0,2,❌ None
474,8,9,1,100,84,9837,1,Standard_Match,Step 1: Approximate,8,8,13,52,5,44,61.5%,15.4%,✅ Equal,65,16,49,84_Recombination events.csv|9837,9837,84_Recombination events.csv,2220,5379,['38'],1000,0.000025,0.02,0.1,5000,50,2220,5380,2220-5380,['38'],"['30', '40']","['19', '46']",0,1,1,100,3159,789.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2220-5379,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,7,0,1,❌ None
475,9,10,1,100,85,10146,3,Standard_Match,Step 1: Approximate,8,7,14,45,6,38,57.1%,15.6%,❌ Diff: RDP=8 vs Santa=7,59,15,44,85_Recombination events.csv|10146,10146,85_Recombination events.csv,3093,7440,"['30', '4']",1000,0.000025,0.02,0.1,5000,50,3096,7455,3096-7455,"['30', '4']","['45', '39']","['2', '36', '10', '8', '37', '50']",3,15,18,99.93098688750862,4347,1086.8,25,Exact Recombinant Match,,56.986197377501725,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3093-7440,99.9%,100.0%,0,99.93098688750862,,,,,,,,,,100,98.2,0,1,7,0,3,❌ None
476,10,11,1,100,87,9994,2,Standard_Match,Step 1: Approximate,4,4,5,35,1,31,80.0%,11.4%,✅ Equal,40,8,32,87_Recombination events.csv|9994,9994,87_Recombination events.csv,5874,9435,['42'],1000,0.000025,0.02,0.1,5000,50,5858,9620,5858-9620,['42'],['4'],['27'],16,185,201,100,3561,890.2,25,Exact Recombinant Match,,55,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5874-9435,100.0%,100.0%,0,100,,,,,,,,,,100,79.9,0,1,7,0,2,❌ None
477,11,12,1,100,86,10132,4,Standard_Match,Step 1: Approximate,6,6,9,34,3,28,66.7%,17.6%,✅ Equal,43,12,31,86_Recombination events.csv|10132,10132,86_Recombination events.csv,4641,6777,['49'],1000,0.000025,0.02,0.1,5000,50,4641,6775,4641-6775,['49'],['22'],['32'],0,2,2,99.90636704119852,2136,534,25,Exact Recombinant Match,,58.9812734082397,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4641-6777,99.9%,100.0%,0,99.90636704119852,,,,,,,,,,100,99.8,0,1,7,0,4,❌ None
478,12,13,1,100,88,9927,1,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,6,38,0,32,100.0%,15.8%,✅ Equal,44,12,32,88_Recombination events.csv|9927,9927,88_Recombination events.csv,1014,5193,['31'],1000,0.000025,0.02,0.1,5000,50,1006,5192,1006-5192,['31'],['34'],"['40', '39', '46', '33', '26']",8,1,9,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1014-5193,100.0%,100.0%,0,100,,,,,,,,,,100,99.1,0,1,2,0,1,❌ None
479,13,14,1,100,81,9956,3,Standard_Match,Step 1: Approximate,9,8,12,58,3,50,75.0%,13.8%,❌ Diff: RDP=9 vs Santa=8,70,17,53,81_Recombination events.csv|9956,9956,81_Recombination events.csv,981,3183,['42'],1000,0.000025,0.02,0.1,5000,50,982,3180,982-3180,['42'],"['44', '12', '48']","['33', '7']",1,3,4,99.81834695731152,2202,550.5,25,Exact Recombinant Match,,58.963669391462304,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,981-3183,99.8%,100.0%,0,99.81834695731152,,,,,,,,,,100,99.6,0,1,7,0,3,❌ None
480,14,15,1,100,80,9859,14,Cross Match (Case_S1_E2E),Step 6: Cross Matches,12,10,15,49,3,39,80.0%,20.4%,❌ Diff: RDP=12 vs Santa=10,64,22,42,80_Recombination events.csv|9859,9859,80_Recombination events.csv,114,5634,['23'],1000,0.000025,0.02,0.1,5000,50,120,5632,2182-5632,['23'] | ['23'],"['47', '36', '3', '43', '39', '15', '13', '27', '25'] | ['18', '2', '34', '30']","['12', '10', '48', '21', '40', '4', '41', '17', '9', '46'] | ['14', '21', '46', '11', '12', '10', '35', '24', '6', '32', '17', '22', '41', '50', '20', '40', '29', '9', '45']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,14,10,,0,14,114-5634,100.0%,100.0%,100,100,,,,,,,,,,100,99.2,5,3,4,100,14,✅ Start+End
481,15,16,1,100,78,9875,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,4,39,1,36,75.0%,7.7%,✅ Equal,43,6,37,78_Recombination events.csv|9875,9875,78_Recombination events.csv,1809,10000,['36'],1000,0.000025,0.02,0.1,5000,50,1800,9996,1800-9996,['36'],"['19', '43', '13', '38', '18', '11', '25']","['2', '17', '37']",9,4,13,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1809-10000,100.0%,100.0%,0,100,,,,,,,,,,100,98.7,0,1,2,0,2,❌ None
482,16,17,1,100,93,10221,3,Standard_Match,Step 1: Approximate,6,6,7,45,1,39,85.7%,13.3%,✅ Equal,52,12,40,93_Recombination events.csv|10221,10221,93_Recombination events.csv,240,1440,['42'],1000,0.000025,0.02,0.1,5000,50,242,1441,242-1441,['42'],['34'],"['31', '6']",2,1,3,99.83333333333331,1200,300,25,Exact Recombinant Match,,58.96666666666667,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,240-1440,99.8%,100.0%,0,99.83333333333331,,,,,,,,,,100,99.7,0,1,7,0,3,❌ None
483,17,18,1,100,92,9723,2,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,7,46,1,40,85.7%,13.0%,✅ Equal,53,12,41,92_Recombination events.csv|9723,9723,92_Recombination events.csv,4149,5097,['10'],1000,0.000025,0.02,0.1,5000,50,4151,5096,4151-5096,['10'],"['34', '48', '3', '7', '23', '24', '13', '38', '1', '20', '22', '26']",['6'],2,1,3,99.7,,,,,🎯 Perfect (1/1),58.94,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4149-5097,99.7%,100.0%,0,99.7,,,,,,,,,,100,99.7,0,1,2,0,2,❌ None
484,18,19,1,100,90,9829,1,Standard_Match,Step 1: Approximate,7,7,11,37,4,30,63.6%,18.9%,✅ Equal,48,14,34,90_Recombination events.csv|9829,9829,90_Recombination events.csv,9435,10000,['37'],1000,0.000025,0.02,0.1,5000,50,9449,9992,9449-9992,['37'],['44'],"['43', '40']",14,8,22,96.10619469026548,565,141.2,25,Exact Recombinant Match,,56.2212389380531,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,9435-10000,96.1%,100.0%,0,96.10619469026548,,,,,,,,,,100,97.8,0,1,7,0,1,❌ None
485,19,20,2,99.949083503055,85,10157,1,⭐ Excellent Match (1/1),Step 2: Best Match,8,7,14,45,6,38,57.1%,15.6%,❌ Diff: RDP=8 vs Santa=7,59,15,44,85_Recombination events.csv|10157,10157,85_Recombination events.csv,4437,10000,"['33', '40']",1000,0.000025,0.02,0.1,5000,50,4446,9990,4446-9990,"['33', '40']",['38'],['25'],9,10,19,99.7,,,,,✅ Complete (2/2),58.94,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4437-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,98.1,0,1,2,0,1,❌ None
486,20,21,2,99.84924623115576,77,9847,3,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,10,48,5,43,50.0%,10.4%,✅ Equal,58,10,48,77_Recombination events.csv|9847,9847,77_Recombination events.csv,1200,6510,['29'],1000,0.000025,0.02,0.1,5000,50,1202,6516,1202-6516,['29'],"['5', '10', '50', '27']","['34', '19', '47', '48', '28', '43', '7', '14', '37', '4', '32', '38', '9', '18', '11']",2,6,8,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1200-6510,100.0%,100.0%,0,100,,,,,,,,,,100,99.2,0,1,1,0,3,❌ None
487,21,22,2,99.79736575481256,78,9880,3,Standard_Match,Step 1: Approximate,3,3,4,39,1,36,75.0%,7.7%,✅ Equal,43,6,37,78_Recombination events.csv|9880,9880,78_Recombination events.csv,3444,8169,['30'],1000,0.000025,0.02,0.1,5000,50,3458,8166,3458-8166,['30'],['1'],['24'],14,3,17,99.64021164021165,4725,1181.2,25,Exact Recombinant Match,,56.92804232804233,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3444-8169,99.6%,100.0%,0,99.64021164021165,,,,,,,,,,100,98.3,0,1,7,0,3,❌ None
488,22,23,1,99.74696356275304,91,10029,1,⭐ Excellent Match (1/1),Step 2: Best Match,9,8,11,40,2,32,81.8%,20.0%,❌ Diff: RDP=9 vs Santa=8,51,17,34,91_Recombination events.csv|10029,10029,91_Recombination events.csv,6075,10000,['47'],1000,0.000025,0.02,0.1,5000,50,6066,9992,6066-9992,['47'],"['20', '4']","['34', '36', '28', '3', '21', '41', '15', '23', '32', '1', '9', '18', '27', '44', '33', '22']",9,8,17,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6075-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,98.3,0,1,2,0,1,❌ None
489,23,24,2,99.6987951807229,81,9974,1,⭐ Excellent Match (1/1),Step 2: Best Match,9,8,12,58,3,50,75.0%,13.8%,❌ Diff: RDP=9 vs Santa=8,70,17,53,81_Recombination events.csv|9974,9974,81_Recombination events.csv,3681,5727,['16'],1000,0.000025,0.02,0.1,5000,50,3680,5718,3680-5718,['16'],"['24', '22', '38']","['49', '37']",1,9,10,99.6,,,,,🎯 Perfect (1/1),58.92,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3681-5727,99.6%,100.0%,0,99.6,,,,,,,,,,100,99,0,1,2,0,1,❌ None
490,24,25,3,99.69849246231156,77,9825,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,10,48,5,43,50.0%,10.4%,✅ Equal,58,10,48,77_Recombination events.csv|9825,9825,77_Recombination events.csv,819,10000,['29'],1000,0.000025,0.02,0.1,5000,50,820,9990,820-9990,['29'],"['6', '49', '41']","['19', '47', '48', '28', '43', '7', '14', '4', '32', '38', '18', '11']",1,10,11,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,819-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,98.9,0,1,3,0,4,❌ None
491,25,26,3,99.49799196787149,81,9863,8,✅ Complete Match (1/1),Step 2: Best Match,9,8,12,58,3,50,75.0%,13.8%,❌ Diff: RDP=9 vs Santa=8,70,17,53,81_Recombination events.csv|9863,9863,81_Recombination events.csv,7596,7980,['25'],1000,0.000025,0.02,0.1,5000,50,7604,7974,7604-7974,['25'],"['14', '46']","['33', '7']",8,6,14,96.4,,,,,🎯 Perfect (1/1),58.28,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,7596-7980,96.4%,100.0%,0,96.4,,,,,,,,,,100,98.6,0,1,3,0,8,❌ None
492,26,27,2,99.49596774193547,80,9806,6,Standard_Match,Step 1: Approximate,12,10,15,49,3,39,80.0%,20.4%,❌ Diff: RDP=12 vs Santa=10,64,22,42,80_Recombination events.csv|9806,9806,80_Recombination events.csv,279,10000,['26'],1000,0.000025,0.02,0.1,5000,50,280,9983,280-9983,['26'],"['12', '10', '21', '40', '41', '9', '46']","['23', '25']",1,17,18,99.81483386482871,279,69.8,25,Exact Recombinant Match,,56.96296677296574,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,279-10000,99.8%,100.0%,0,99.81483386482871,,,,,,,,,,100,98.2,0,1,7,0,6,❌ None
493,27,28,3,99.49596774193547,80,9806,8,Cross Match (Case_S1_E2E),Step 6: Cross Matches,12,10,15,49,3,39,80.0%,20.4%,❌ Diff: RDP=12 vs Santa=10,64,22,42,80_Recombination events.csv|9806,9806,80_Recombination events.csv,279,10000,['26'],1000,0.000025,0.02,0.1,5000,50,280,9983,1408-9983,['26'] | ['26'],"['12', '10', '21', '40', '41', '9', '46'] | ['47', '36', '3', '43', '39', '15', '13', '27', '25']","['23', '25'] | ['31', '14', '21', '4', '46', '11', '44', '12', '10', '35', '24', '6', '32', '17', '22', '41', '50', '20', '19', '48', '7', '40', '29', '9', '45']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,6,8,,0,8,279-10000,100.0%,100.0%,100,100,,,,,,,,,,100,98.2,5,3,4,100,8,✅ Start+End
494,28,29,2,99.4934143870314,100,10087,4,Standard_Match,Step 1: Approximate,8,8,11,62,3,54,72.7%,12.9%,✅ Equal,73,16,57,100_Recombination events.csv|10087,10087,100_Recombination events.csv,4167,10000,['41'],1000,0.000025,0.02,0.1,5000,50,4177,9987,4177-9987,['41'],['28'],"['24', '33', '7', '30']",10,13,23,99.60569175381453,4167,1041.8,25,Exact Recombinant Match,,56.9211383507629,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4167-10000,99.6%,100.0%,0,99.60569175381453,,,,,,,,,,100,97.7,0,1,7,0,4,❌ None
495,29,30,4,99.3975903614458,81,9781,4,✅ Complete Match (1/1),Step 2: Best Match,9,8,12,58,3,50,75.0%,13.8%,❌ Diff: RDP=9 vs Santa=8,70,17,53,81_Recombination events.csv|9781,9781,81_Recombination events.csv,5241,6345,"['33', '35', '42', '7']",1000,0.000025,0.02,0.1,5000,50,5239,6331,5239-6331,"['33', '42', '7']",['19'],"['34', '29']",2,14,16,98.7,,,,,✅ Complete (3/3),56.74,75,3/3,100,4,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,5241-6345,98.7%,100.0%,0,98.7,,,,,,,,,,100,98.4,0,1,3,0,4,❌ None
496,30,31,2,99.3427704752275,94,10033,7,Standard_Match,Step 1: Approximate,7,6,9,54,2,48,77.8%,11.1%,❌ Diff: RDP=7 vs Santa=6,63,13,50,94_Recombination events.csv|10033,10033,94_Recombination events.csv,1041,1992,['11'],1000,0.000025,0.02,0.1,5000,50,1021,1996,1021-1996,['11'],['36'],['3'],20,4,24,100,951,237.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,1041-1992,100.0%,100.0%,0,100,,,,,,,,,,100,97.6,0,1,7,0,7,❌ None
