SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
10_Recombination events.csv|2371,2371,10_Recombination events.csv,6780,10000,"['18', '34']",1000,2.5e-05,0.005,0.1,5000,50,1,6778,9999,6778-9999,"['18', '34']",['38'],"['1', '29', '14', '17']",2.0,1.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2371,100.0,99.7,1,100.0,1,1,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7
100_Recombination events.csv|2460,2460,100_Recombination events.csv,2997,8496,"['45', '8']",1000,2.5e-05,0.005,0.1,5000,50,1,3005,8499,3005-8499,"['8', '45']","['40', '15', '23', '7']","['48', '31']",8.0,3.0,11.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.980000000000004,100.0,2/2,100.0,2.0,2.0,2/2,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2460,0.0,98.9,1,50.0,2,117,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
98_Recombination events.csv|2162,2162,98_Recombination events.csv,4860,10000,"1, 10, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 24, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 38, 39, 4, 40, 41, 43, 44, 45, 46, 47, 48, 49, 5, 50, 7, 8, 9",1000,2.5e-05,0.005,0.1,5000,50,1,4816,9972,4816-9972,"['25', '23', '11', '42', '12']","['6', '37', '13', '26']","['1', '44', '29', '24', '35', '43', '30', '15', '39', '28', '3', '27', '2', '36', '16', '48', '50', '17', '8', '33', '10', '19', '20', '40', '21', '31', '32', '18', '38', '49', '34', '47', '22', '14', '46', '4', '7', '5', '9', '45', '41']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,41.0,5.0,,,,4860-10000,5140.0,41.0,"['1', '10', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '24', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '38', '39', '4', '40', '41', '43', '44', '45', '46', '47', '48', '49', '5', '50', '7', '8', '9']","1, 10, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 24, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 38, 39, 4, 40, 41, 43, 44, 45, 46, 47, 48, 49, 5, 50, 7, 8, 9",,,,,,0/5,0.0,✅ Yes,✅ Yes,✅ Yes,"11, 12, 23, 25, 42","11, 12, 23, 25, 42",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,98,2162,0.0,92.8,1,50.0,2,118,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6
87_Recombination events.csv|2455,2455,87_Recombination events.csv,2919,5886,2,1000,2.5e-05,0.005,0.1,5000,50,8,2930,5888,4907-5888 | 2930-4905,['2'] | ['2'],"['24', '6', '27', '23', '38', '16', '26', '39'] | ['12', '7']","['31', '28', '25', '32', '35', '34', '36', '33', '10', '45'] | ['9', '40', '44']",,,,100.0,,,,Step 6: Cross Matches,Cross Match (Case_S2_E1E),,,85.5,,,100.0,1.0,1.0,,,,2919-5886,2967.0,1.0,['2'],2,,,,,,1/1,100.0,✅ Yes,✅ Yes,✅ Yes,2,2,,2.0,,,,,,,,,,,100.0,,,13.0,,87,2455,0.0,98.7,8,50.0,3,119,4,3,8,11,4,8,50.0%,27.3%,❌ Diff: RDP=4 vs Santa=3,19,7,12
86_Recombination events.csv|2452,2452,86_Recombination events.csv,7068,10000,"['17', '38']",1000,2.5e-05,0.005,0.1,5000,50,2,7077,9993,7077-9993,"['38', '17']",['11'],['1'],9.0,7.0,16.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.900000000000006,100.0,2/2,100.0,2.0,2.0,2/2,97.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2452,0.0,98.4,2,50.0,4,120,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
95_Recombination events.csv|2350,2350,95_Recombination events.csv,837,8424,"['14', '17', '2', '25', '40', '44', '5', '7', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,8414,9990,8414-9990,"['40', '44', '25', '2', '7', '5', '9', '17', '14']","['32', '18', '3', '6', '27', '34', '43', '47', '48', '42', '8', '33', '45', '41', '39']","['1', '29', '24', '31', '38', '49', '23', '36', '11', '16', '50', '22', '13', '20']",7577.0,1566.0,9143.0,0.13180440226703571,2413.0,603.2,25.0,Step 1: Approximate,Case_B_End_Ini,Exact Recombinant Match,,23.026360880453403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2350,66.66666666666666,0.0,1,50.0,1,121,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7
94_Recombination events.csv|2157,2157,94_Recombination events.csv,4878,10000,"15, 21, 23, 30, 33, 34, 35, 45",1000,2.5e-05,0.005,0.1,5000,50,1,4846,9893,4846-9893,['6'],"['21', '35', '23', '34', '33', '45', '30', '15']","['1', '44', '29', '24', '43', '11', '39', '28', '3', '27', '2', '36', '16', '48', '50', '17', '26', '8', '42', '10', '13', '19', '20', '40', '25', '31', '32', '18', '49', '38', '47', '22', '12', '14', '37', '46', '4', '7', '5', '9', '41']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,8.0,1.0,,,,4878-10000,5122.0,8.0,"['15', '21', '23', '30', '33', '34', '35', '45']","15, 21, 23, 30, 33, 34, 35, 45",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,6,6,,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,94,2157,0.0,86.1,1,50.0,1,122,1,1,1,2,0,1,100.0%,50.0%,✅ Equal,3,2,1
87_Recombination events.csv|2455,2455,87_Recombination events.csv,2919,5886,['2'],1000,2.5e-05,0.005,0.1,5000,50,4,4907,5888,4907-5888,['2'],"['24', '6', '27', '23', '38', '16', '26', '39']","['31', '28', '25', '32', '35', '34', '36', '33', '10', '45']",1988.0,2.0,1990.0,32.99629255139872,2967.0,741.8,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,39.599258510279746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2455,100.0,0.0,4,50.0,2,123,4,3,8,11,4,8,50.0%,27.3%,❌ Diff: RDP=4 vs Santa=3,19,7,12
91_Recombination events.csv|2263,2263,91_Recombination events.csv,264,10000,['38'],1000,2.5e-05,0.005,0.1,5000,50,3,9125,9982,9125-9982,['38'],['46'],"['12', '29', '18', '34', '2', '5', '26', '8', '33', '10', '15', '41']",8861.0,18.0,8879.0,8.802382908792111,264.0,66.0,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,34.760476581758425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2263,100.0,0.0,3,50.0,2,124,3,3,3,13,0,10,100.0%,23.1%,✅ Equal,16,6,10
90_Recombination events.csv|2439,2439,90_Recombination events.csv,4620,10000,"['11', '15', '29', '7']",1000,2.5e-05,0.005,0.1,5000,50,1,4638,8958,4638-8958,"['11', '15', '29', '7']","['45', '23', '47']","['35', '38', '43', '2', '42', '14', '39']",18.0,1042.0,1060.0,80.29739776951673,4620.0,1155.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,49.059479553903344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2439,100.0,0.0,1,50.0,1,125,1,1,1,4,0,3,100.0%,25.0%,✅ Equal,5,2,3
89_Recombination events.csv|2510,2510,89_Recombination events.csv,1515,7599,['35'],1000,2.5e-05,0.005,0.1,5000,50,8,7506,9880,7506-9880,['35'],"['49', '19']","['12', '38']",5991.0,2281.0,8272.0,1.5285996055226825,3916.0,979.0,25.0,Step 1: Approximate,Case_B_End_Ini,Exact Recombinant Match,,33.30571992110454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2510,100.0,0.0,8,50.0,7,126,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
7_Recombination events.csv|2275,2275,7_Recombination events.csv,7476,8685,"16, 21, 25, 36, 43",1000,2.5e-05,0.005,0.1,5000,50,1,7354,8680,7354-8680,"['45', '34']","['1', '37', '40', '24', '32', '35', '3', '2', '8', '9', '50', '42', '22', '10', '15', '20']","['21', '25', '43', '36', '16']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,5.0,2.0,,,,7476-8685,1209.0,5.0,"['16', '21', '25', '36', '43']","16, 21, 25, 36, 43",,,,,,0/2,0.0,✅ Yes,✅ Yes,✅ Yes,"34, 45","34, 45",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,7,2275,0.0,87.3,1,50.0,1,127,1,1,2,5,1,4,50.0%,20.0%,✅ Equal,7,2,5
83_Recombination events.csv|1666,1666,83_Recombination events.csv,1464,6870,"['1', '13', '19', '23', '24', '32', '39', '4', '41', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,1446,9996,1446-9996,"['1', '41', '24', '32', '4', '23', '9', '13', '19', '39']","['37', '25', '46', '35', '38', '43', '2', '11', '16', '26', '8', '33', '22', '42', '20']","['44', '29', '30', '15', '28', '3', '27', '36', '50', '17', '40', '21', '31', '18', '6', '49', '34', '47', '12', '7', '5']",18.0,3126.0,3144.0,100.0,4594.0,1148.5,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,1666,80.0,0.0,1,50.0,1,128,1,1,1,9,0,8,100.0%,11.1%,✅ Equal,10,2,8
69_Recombination events.csv|2446,2446,69_Recombination events.csv,9588,10000,"['10', '16', '19', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,9590,9996,9590-9996,"['16', '10', '48', '19']","['28', '32', '35', '43', '26', '8', '33', '45', '14']","['29', '46', '18', '38', '34', '36', '11', '50', '17', '22', '39']",2.0,4.0,6.0,98.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),58.7,100.0,4/4,100.0,4.0,4.0,4/4,92.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2446,0.0,99.4,1,50.0,2,129,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
30_Recombination events.csv|2482,2482,30_Recombination events.csv,4275,6276,"['31', '44']",1000,2.5e-05,0.005,0.1,5000,50,1,4254,6288,4254-6288,"['44', '31']",['47'],['15'],21.0,12.0,33.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),57.0,100.0,2/2,100.0,2.0,2.0,2/2,91.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2482,0.0,96.7,1,50.0,2,130,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
33_Recombination events.csv|2261,2261,33_Recombination events.csv,123,4059,"['24', '31', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,118,4068,118-4068,"['7', '24', '31']","['1', '35', '30', '39', '28', '3', '36', '26', '8', '42', '13', '20', '40', '6', '38', '23', '49', '22', '12', '14', '37', '46', '4', '45']","['44', '29', '21', '43', '34', '2', '47', '11', '5', '50', '33', '10', '19']",5.0,9.0,14.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,98.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2261,0.0,98.6,2,50.0,2,131,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7
28_Recombination events.csv|2326,2326,28_Recombination events.csv,318,4167,"['16', '19', '33', '40', '41', '43', '46', '8']",1000,2.5e-05,0.005,0.1,5000,50,1,318,4168,318-4168,['19'],"['21', '38', '50', '48', '22']","['35', '3', '23', '7', '11', '5', '17', '15']",0.0,1.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,12.5,1/1,100.0,8.0,1.0,1/1,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2326,0.0,99.9,1,50.0,3,132,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
41_Recombination events.csv|2414,2414,41_Recombination events.csv,8091,10000,"['24', '26', '29', '42', '43', '5']",1000,2.5e-05,0.005,0.1,5000,50,1,57,8122,57-8122,"['29', '24', '43', '5', '26', '42']","['40', '3', '47', '2', '36', '16', '33', '10', '13', '15', '19']","['35', '7', '50', '22', '12']",8034.0,1878.0,9912.0,1.6238868517548455,1909.0,477.2,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,13.324777370350967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2414,33.33333333333333,0.0,1,50.0,1,133,1,1,1,2,0,1,100.0%,50.0%,✅ Equal,3,2,1
44_Recombination events.csv|2559,2559,44_Recombination events.csv,5622,6972,"['16', '26', '39']",1000,2.5e-05,0.005,0.1,5000,50,1,5626,7038,5626-7038,"['39', '16', '26']","['11', '38', '37']","['44', '35', '23', '34', '5']",4.0,66.0,70.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.94,100.0,3/3,100.0,3.0,3.0,3/3,74.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2559,0.0,93.0,1,50.0,1,134,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9
45_Recombination events.csv|2520,2520,45_Recombination events.csv,3762,10000,"['10', '12', '36', '37']",1000,2.5e-05,0.005,0.1,5000,50,1,3768,9984,3768-9984,"['36', '10', '37', '12']","['41', '40', '32', '3', '27', '43', '49', '47', '2', '42', '8', '30', '19']",['6'],6.0,16.0,22.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),56.92,100.0,4/4,100.0,4.0,4.0,4/4,97.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2520,0.0,97.8,1,50.0,1,135,1,1,1,13,0,12,100.0%,7.7%,✅ Equal,14,2,12
5_Recombination events.csv|2390,2390,5_Recombination events.csv,3195,6132,"['11', '50']",1000,2.5e-05,0.005,0.1,5000,50,4,3220,5095,3220-5095,"['11', '50']","['35', '7', '8', '22', '19']",['27'],25.0,1037.0,1062.0,63.840653728294185,2937.0,734.2,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,45.76813074565884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2390,100.0,0.0,4,50.0,3,136,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
5_Recombination events.csv|2477,2477,5_Recombination events.csv,5136,10000,"['11', '50']",1000,2.5e-05,0.005,0.1,5000,50,2,3186,9997,3186-9997,"['11', '50']","['24', '39', '28', '2', '36', '48', '17', '42', '26', '33', '32', '18', '38', '49', '23', '47', '12', '14', '37', '46', '9', '45', '41']","['29', '27', '20', '25']",1950.0,3.0,1953.0,99.93832236842105,4864.0,1216.0,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,52.98766447368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2477,100.0,0.0,2,50.0,4,137,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
65_Recombination events.csv|2402,2402,65_Recombination events.csv,825,10000,['50'],1000,2.5e-05,0.005,0.1,5000,50,4,17,826,17-826,['50'],"['29', '43', '11', '15', '39', '36', '16', '17', '42', '33', '10', '13', '19', '40', '25', '32', '49', '23', '47', '7', '5', '9']","['3', '18']",808.0,9174.0,9982.0,0.010899182561307902,825.0,206.2,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,33.00217983651226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2402,100.0,0.0,4,50.0,4,138,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
67_Recombination events.csv|2389,2389,67_Recombination events.csv,2565,9963,"['41', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,2566,9960,2566-9960,"['48', '41']",['7'],"['3', '37', '2']",1.0,3.0,4.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),58.980000000000004,100.0,2/2,100.0,2.0,2.0,2/2,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2389,0.0,99.6,1,50.0,1,139,1,1,1,3,0,2,100.0%,33.3%,✅ Equal,4,2,2
20_Recombination events.csv|2401,2401,20_Recombination events.csv,4401,9114,"['18', '4']",1000,2.5e-05,0.005,0.1,5000,50,2,4406,9112,4406-9112,"['35', '18', '6', '4', '23', '38', '16', '9', '22', '33', '45']","['32', '24', '47', '17', '42', '20']","['8', '33', '3', '12']",5.0,2.0,7.0,99.9,,,,Step 2: Best Match,❌ Poor (2/11),,❌ Poor (2/11),34.440000000000005,18.2,2/11,18.2,2.0,11.0,2/11,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2401,0.0,99.3,2,50.0,2,140,3,3,4,12,1,9,75.0%,25.0%,✅ Equal,16,6,10
74_Recombination events.csv|2476,2476,74_Recombination events.csv,5997,10000,"['41', '49']",1000,2.5e-05,0.005,0.1,5000,50,1,5999,9988,5999-9988,"['49', '41']",['20'],"['16', '27', '24']",2.0,12.0,14.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.94,100.0,2/2,100.0,2.0,2.0,2/2,98.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2476,0.0,98.6,1,50.0,2,141,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8
16_Recombination events.csv|2435,2435,16_Recombination events.csv,3306,10000,"['23', '41', '43']",1000,2.5e-05,0.005,0.1,5000,50,2,3305,9990,3305-9990,"['41', '43', '23']","['8', '3', '22', '27']","['13', '17']",1.0,10.0,11.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,98.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2435,0.0,98.9,2,50.0,3,142,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
15_Recombination events.csv|2434,2434,15_Recombination events.csv,189,1386,"['13', '27']",1000,2.5e-05,0.005,0.1,5000,50,1,190,1386,190-1386,"['27', '13']","['28', '41', '2', '31']",['9'],1.0,0.0,1.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),58.980000000000004,100.0,2/2,100.0,2.0,2.0,2/2,99.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2434,0.0,99.9,1,50.0,2,143,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
8_Recombination events.csv|2383,2383,8_Recombination events.csv,1107,4803,"1, 39",1000,2.5e-05,0.005,0.1,5000,50,1,1119,4805,1119-4805,"['11', '12', '2']",['25'],"['1', '39']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,2.0,3.0,,,,1107-4803,3696.0,2.0,"['1', '39']","1, 39",,,,,,0/3,0.0,✅ Yes,✅ Yes,✅ Yes,"11, 12, 2","11, 12, 2",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,8,2383,0.0,98.6,1,50.0,1,144,1,1,2,5,1,4,50.0%,20.0%,✅ Equal,7,2,5
17_Recombination events.csv|2266,2266,17_Recombination events.csv,1476,7407,"10, 13, 17, 2, 24, 25, 26, 27, 29, 31, 36, 37, 39, 4, 40, 41, 43, 44, 6, 8, 9",1000,2.5e-05,0.005,0.1,5000,50,1,1474,7405,1474-7405,"['28', '32', '23', '47', '16', '11', '22', '33', '45', '30', '19']","['44', '29', '24', '43', '39', '27', '2', '36', '17', '26', '8', '10', '13', '40', '25', '31', '6', '37', '4', '9', '41']","['14', '21', '46', '18', '38', '34', '50', '48', '42', '12', '15']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,21.0,11.0,,,,1476-7407,5931.0,21.0,"['10', '13', '17', '2', '24', '25', '26', '27', '29', '31', '36', '37', '39', '4', '40', '41', '43', '44', '6', '8', '9']","10, 13, 17, 2, 24, 25, 26, 27, 29, 31, 36, 37, 39, 4, 40, 41, 43, 44, 6, 8, 9",,,,,,0/11,0.0,✅ Yes,✅ Yes,✅ Yes,"11, 16, 19, 22, 23, 28, 30, 32, 33, 45, 47","11, 16, 19, 22, 23, 28, 30, 32, 33, 45, 47",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,17,2266,0.0,99.6,1,50.0,2,145,2,2,4,14,2,12,50.0%,14.3%,✅ Equal,18,4,14
78_Recombination events.csv|2475,2475,78_Recombination events.csv,3150,7812,['16'],1000,2.5e-05,0.005,0.1,5000,50,1,3148,6682,3148-6682,['16'],"['40', '43', '5', '45', '26', '33', '10', '15', '20']","['1', '12', '29', '7']",2.0,1130.0,1132.0,75.76147576147577,4662.0,1165.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,48.15229515229515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2475,100.0,0.0,1,50.0,3,146,5,4,6,15,1,11,83.3%,26.7%,❌ Diff: RDP=5 vs Santa=4,21,9,12
87_Recombination events.csv|2453,2453,87_Recombination events.csv,7368,10000,"['24', '27']",1000,2.5e-05,0.005,0.1,5000,50,1,7369,9964,7369-9964,"['27', '24']",['14'],"['6', '38']",1.0,36.0,37.0,98.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.72,100.0,2/2,100.0,2.0,2.0,2/2,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2453,0.0,96.3,1,48.78419452887538,4,147,4,3,8,11,4,8,50.0%,27.3%,❌ Diff: RDP=4 vs Santa=3,19,7,12
36_Recombination events.csv|2190,2190,36_Recombination events.csv,1458,6909,"26, 37, 6",1000,2.5e-05,0.005,0.1,5000,50,3,1449,6941,1449-6941,['10'],"['6', '37', '26']","['1', '44', '29', '24', '35', '43', '11', '30', '15', '39', '28', '3', '27', '2', '36', '16', '48', '50', '17', '42', '8', '33', '13', '19', '20', '40', '21', '25', '31', '18', '32', '38', '23', '34', '49', '22', '14', '46', '4', '7', '5', '9', '45', '41']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,3.0,1.0,,,,1458-6909,5451.0,3.0,"['26', '37', '6']","26, 37, 6",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,10,10,,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,36,2190,0.0,95.9,3,48.58156028368795,4,148,5,4,5,7,0,3,100.0%,57.1%,❌ Diff: RDP=5 vs Santa=4,12,9,3
91_Recombination events.csv|1053,1053,91_Recombination events.csv,6342,10000,"1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 4, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5, 50, 6, 7, 8, 9",1000,2.5e-05,0.005,0.1,5000,50,1,6421,9982,6421-9124 | 9125-9982,['38'] | ['38'],"['1', '40', '31', '21', '25', '3', '6', '47', '7', '11', '16', '48', '42', '30', '14'] | ['46']","['44', '24', '35', '4', '49', '43', '23', '5', '9', '50', '17', '45', '39'] | ['12', '29', '18', '34', '2', '5', '26', '8', '33', '10', '15', '41']",,,,100.0,,,,Step 5: Cluster,Cluster (2 RDPs),,,87.5,,,100.0,50.0,1.0,,,,6342-10000,3658.0,50.0,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']","1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 4, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5, 50, 6, 7, 8, 9",,,,,,1/1,100.0,✅ Yes,✅ Yes,✅ Yes,38,38,,2.0,,,,,,,,,,,100.0,79.0,18.0,,,91,1053,0.0,90.3,1,47.57639620653319,3,149,3,3,3,13,0,10,100.0%,23.1%,✅ Equal,16,6,10
80_Recombination events.csv|2443,2443,80_Recombination events.csv,8889,10000,"['32', '49']",1000,2.5e-05,0.005,0.1,5000,50,2,8886,9908,8886-9908,"['49', '32']","['43', '20', '39']","['46', '35', '18', '38', '23', '34', '7', '30', '36', '17', '26', '22', '13']",3.0,92.0,95.0,91.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),55.34,100.0,2/2,100.0,2.0,2.0,2/2,57.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2443,0.0,90.5,2,46.649484536082475,3,150,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
